,url,name,year,en_name,poster_url,rating,country,genre,director,main_actors,lentgh
514,https://www.kinonews.ru/movie_109715/now-you-see-me,Иллюзия обмана,2013,Now You See Me,https://www.kinonews.ru/movie_109715/now-you-see-me,8.22,['США'],"['детектив', 'криминал', 'триллер']",Луи Летерье,"['Айла Фишер', 'Морган Фриман']",115 мин
515,https://www.kinonews.ru/movie_104682/the-wolf-of-wall-street,Волк с Уолл-стрит,2013,The Wolf of Wall Street,https://www.kinonews.ru/movie_104682/the-wolf-of-wall-street,8.22,['США'],"['биографический', 'драма', 'комедия', 'криминал']",Мартин Скорсезе,"['Леонардо ДиКаприо', 'Мэттью МакКонахи']",180 мин
516,https://www.kinonews.ru/movie_243/interview-with-the-vampire-the-vampire-chronicles,Интервью с вампиром,1994,Interview with the Vampire: The Vampire Chronicles,https://www.kinonews.ru/movie_243/interview-with-the-vampire-the-vampire-chronicles,8.22,['США'],"['драма', 'ужасы', 'фэнтези']",Нил Джордан,"['Том Круз', 'Брэд Питт']",123 мин
517,https://www.kinonews.ru/movie_1502/face-off,Без лица,1997,Face/Off,https://www.kinonews.ru/movie_1502/face-off,8.22,['США'],"['боевик', 'криминал', 'триллер', 'фантастика']",Джон Ву,"['Джон Траволта', 'Николас Кейдж']",138 мин
518,https://www.kinonews.ru/movie_1953/the-aviator,Авиатор,2004,The Aviator,https://www.kinonews.ru/movie_1953/the-aviator,8.22,"['США', 'Германия']","['биографический', 'драма', 'мелодрама']",Мартин Скорсезе,"['Леонардо ДиКаприо', 'Кейт Бланшетт']",170 мин
519,https://www.kinonews.ru/movie_153824/birdman,Бердмен,2014,Birdman,https://www.kinonews.ru/movie_153824/birdman,8.22,['США'],['комедия'],Алехандро Гонсалес Иньярриту,"['Майкл Китон', 'Эмма Стоун']",119 мин
520,https://www.kinonews.ru/movie_2970/et-the-extra-terrestrial,Инопланетянин,1982,E.T.: The Extra-Terrestrial,https://www.kinonews.ru/movie_2970/et-the-extra-terrestrial,8.22,['США'],"['детский', 'драма', 'приключения', 'семейный', 'фантастика', 'фэнтези']",Стивен Спилберг,"['Дрю Бэрримор', 'Эрика Элениак']",115 мин
521,https://www.kinonews.ru/movie_19415/bridge-to-terabithia,Мост в Терабитию,2007,Bridge to Terabithia,https://www.kinonews.ru/movie_19415/bridge-to-terabithia,8.22,['США'],"['драма', 'приключения', 'семейный', 'фэнтези']",Габор Чупо,"['Джош Хатчерсон', 'АннаCофия Робб']",96 мин
522,https://www.kinonews.ru/movie_2244/the-lake-house,Дом у озера,2006,The Lake House,https://www.kinonews.ru/movie_2244/the-lake-house,8.22,['США'],"['драма', 'мелодрама', 'фэнтези']",Алехандро Агрести,"['Киану Ривз', 'Сандра Баллок']",99 мин
523,https://www.kinonews.ru/movie_504/k-19-the-widowmaker,К-19,2002,K-19: The Widowmaker,https://www.kinonews.ru/movie_504/k-19-the-widowmaker,8.22,"['США', 'Германия', 'Канада', 'Великобритания']","['драма', 'исторический', 'триллер']",Кэтрин Бигилоу,"['Лиам Нисон', 'Сэм Спруэлл']",138 мин
524,https://www.kinonews.ru/movie_70149/fantomas-contre-scotland-yard,Фантомас против Скотланд-Ярда,1967,Fantômas contre Scotland Yard,https://www.kinonews.ru/movie_70149/fantomas-contre-scotland-yard,8.22,"['Франция', 'Италия']","['комедия', 'криминал', 'приключения', 'фэнтези']",Андре Юнебель,"['Луи де Фюнес', 'Жан Маре']",104 мин
525,https://www.kinonews.ru/movie_66177/rise-of-the-apes,Восстание планеты обезьян,2011,Rise of the Planet of the Apes,https://www.kinonews.ru/movie_66177/rise-of-the-apes,8.21,['США'],"['боевик', 'драма', 'триллер', 'фантастика']",Руперт Уайатт,"['Джеймс Франко', 'Том Фелтон']",105 мин
526,https://www.kinonews.ru/movie_2888/inglourious-basterds,Бесславные ублюдки,2009,Inglourious Basterds,https://www.kinonews.ru/movie_2888/inglourious-basterds,8.21,"['США', 'Германия']","['боевик', 'военный', 'драма', 'приключения']","Квентин Тарантино, Элай Рот","['Брэд Питт', 'Дайан Крюгер']",153 мин
527,https://www.kinonews.ru/movie_26887/law-abiding-citizen,Законопослушный гражданин,2009,Law Abiding Citizen,https://www.kinonews.ru/movie_26887/law-abiding-citizen,8.21,['США'],"['драма', 'криминал', 'триллер']",Ф. Гэри Грей,"['Джерард Батлер', 'Джейми Фокс']",109 мин
528,https://www.kinonews.ru/movie_1262/ace-ventura-when-nature-calls,Эйс Вентура 2: Когда зовет природа,1995,Ace Ventura: When Nature Calls,https://www.kinonews.ru/movie_1262/ace-ventura-when-nature-calls,8.21,['США'],"['боевик', 'детектив', 'комедия', 'приключения']",Стив Одекерк,"['Джим Керри', 'Софи Оконедо']",90 мин
529,https://www.kinonews.ru/movie_51040/true-grit,Железная хватка,2010,True Grit,https://www.kinonews.ru/movie_51040/true-grit,8.21,['США'],"['вестерн', 'драма', 'приключения']","Итан Коэн, Джоэл Коэн","['Донал Глисон', 'Джефф Бриджес']",110 мин
530,https://www.kinonews.ru/movie_8697/brat-2,Брат 2,2000,,https://www.kinonews.ru/movie_8697/brat-2,8.21,"['США', 'Россия']","['боевик', 'криминал']",Алексей Балабанов,"['Сергей Бодров мл.', 'Виктор Сухоруков']",127 мин
531,https://www.kinonews.ru/movie_209/last-action-hero,Последний киногерой,1993,Last Action Hero,https://www.kinonews.ru/movie_209/last-action-hero,8.21,['США'],"['боевик', 'комедия', 'приключения', 'фэнтези']",Джон МакТирнан,"['Арнольд Шварценеггер', 'Ф. Мюррэй Абрахам']",130 мин
532,https://www.kinonews.ru/movie_255/collateral,Соучастник,2004,Collateral,https://www.kinonews.ru/movie_255/collateral,8.21,['США'],"['драма', 'криминал', 'триллер']",Майкл Манн,"['Том Круз', 'Джейми Фокс']",120 мин
533,https://www.kinonews.ru/movie_10845/taxi-2,Такси 2,2000,Taxi 2,https://www.kinonews.ru/movie_10845/taxi-2,8.21,['Франция'],"['боевик', 'комедия', 'криминал']",Жерар Кравчик,"['Марион Котийяр', 'Люк Бессон']",88 мин
534,https://www.kinonews.ru/movie_99716/les-misi#233;rables,Отверженные,2012,Les Misérables,https://www.kinonews.ru/movie_99716/les-misi#233;rables,8.21,"['США', 'Великобритания']","['военный', 'драма', 'исторический', 'мелодрама', 'мюзикл']",Том Хупер,"['Хью Джекман', 'Рассел Кроу']",158 мин
535,https://www.kinonews.ru/movie_99700/moonrise-kingdom,Королевство полной луны,2012,Moonrise Kingdom,https://www.kinonews.ru/movie_99700/moonrise-kingdom,8.21,['США'],"['драма', 'комедия']",Уэс Андерсон,"['Брюс Уиллис', 'Эдвард Нортон']",94 мин
536,https://www.kinonews.ru/movie_6086/kate-i-leopold,Кейт и Лео,2001,Kate & Leopold,https://www.kinonews.ru/movie_6086/kate-i-leopold,8.21,['США'],"['комедия', 'мелодрама', 'фэнтези']",Джеймс Мэнголд,"['Мег Райан', 'Хью Джекман']",118 мин
537,https://www.kinonews.ru/movie_450/road-to-perdition,Проклятый путь,2002,Road to Perdition,https://www.kinonews.ru/movie_450/road-to-perdition,8.21,['США'],"['драма', 'кинокомикс', 'криминал', 'приключения']",Сэм Мендес,"['Том Хэнкс', 'Тайлер Хэклин']",117 мин
538,https://www.kinonews.ru/movie_5427/close-encounters-of-the-third-kind,Близкие контакты третьей степени,1977,Close Encounters of the Third Kind,https://www.kinonews.ru/movie_5427/close-encounters-of-the-third-kind,8.21,"['США', 'Великобритания']","['драма', 'приключения', 'фантастика']",Стивен Спилберг,"['Лэнс Хенриксен', 'Карл Уэзерс']",137 мин
539,https://www.kinonews.ru/movie_13205/the-people-vs-larry-flynt,Народ против Ларри Флинта,1996,The People vs. Larry Flynt,https://www.kinonews.ru/movie_13205/the-people-vs-larry-flynt,8.21,"['США', 'Канада']","['биографический', 'драма']",Милош Форман,"['Вуди Харрельсон', 'Кортни Лав']",129 мин
540,https://www.kinonews.ru/movie_9052/shirli-myrli,Ширли-мырли,1995,,https://www.kinonews.ru/movie_9052/shirli-myrli,8.21,['Россия'],['комедия'],Владимир Меньшов,"['Валерий Гаркалин', 'Вера Алентова']",143 мин
541,https://www.kinonews.ru/movie_399/310-to-yuma,Поезд на Юму,2007,3:10 to Yuma,https://www.kinonews.ru/movie_399/310-to-yuma,8.2,['США'],"['боевик', 'вестерн', 'драма', 'криминал']",Джеймс Мэнголд,"['Рассел Кроу', 'Кристиан Бейл']",122 мин
542,https://www.kinonews.ru/movie_210433/la-la-land,Ла-Ла Ленд,2016,La La Land,https://www.kinonews.ru/movie_210433/la-la-land,8.2,['США'],"['драма', 'комедия', 'мелодрама', 'мюзикл']",Дэмьен Шазелл,"['Эмма Стоун', 'Райан Гослинг']",126 мин
543,https://www.kinonews.ru/movie_67180/midnight-in-paris,Полночь в Париже,2011,Midnight in Paris,https://www.kinonews.ru/movie_67180/midnight-in-paris,8.2,"['США', 'Испания']","['комедия', 'мелодрама', 'фэнтези']",Вуди Аллен,"['Том Хиддлстон', 'Рэйчел МакАдамс']",94 мин
544,https://www.kinonews.ru/movie_138402/kon-tiki,Кон-Тики,2012,Kon-Tiki,https://www.kinonews.ru/movie_138402/kon-tiki,8.2,"['Великобритания', 'Норвегия', 'Дания']","['биографический', 'боевик', 'драма', 'исторический', 'приключения']","Хоаким Роннинг, Эспен Сандберг","['Пал Сверре Валхейм Хэйген', 'Андерс Баасмо Кристиансен']",118 мин
