,url,name,year,en_name,poster_url,rating,world_fees,budget,country,genre,director,main_actors,lentgh
146,https://www.kinonews.ru/movie_225823/sing,Зверопой,2016,Sing,https://www.kinonews.ru/movie_225823/sing,7.2,$634 208 384,$75 000 000,"['Япония', 'США']","['драма', 'комедия', 'мультфильм', 'мюзикл', 'семейный']",Гарт Дженнингс,"['Тэрон Эджертон', 'Скарлетт Йоханссон']",110 мин
147,https://www.kinonews.ru/movie_6/kung-fu-panda,Кунг-фу Панда,2008,Kung Fu Panda,https://www.kinonews.ru/movie_6/kung-fu-panda,8.53,$631 746 197,$130 000 000,['США'],"['боевик', 'детский', 'комедия', 'мультфильм', 'семейный']","Марк Осборн, Джон Стивенсон","['Анджелина Джоли', 'Джек Блэк']",92 мин
148,https://www.kinonews.ru/movie_902/the-incredibles,Суперсемейка,2004,The Incredibles,https://www.kinonews.ru/movie_902/the-incredibles,8.46,$631 607 053,$92 000 000,['США'],"['боевик', 'детский', 'комедия', 'мультфильм', 'приключения', 'семейный', 'фэнтези']",Брэд Берд,"['Сэмюэл Л. Джексон', 'Боб Питерсон']",115 мин
149,https://www.kinonews.ru/movie_196976/the-martian,Марсианин,2015,The Martian,https://www.kinonews.ru/movie_196976/the-martian,8.03,$630 162 448,$108 000 000,"['США', 'Великобритания']","['приключения', 'фантастика']",Ридли Скотт,"['Кейт Мара', 'Кристен Уиг']",144 мин
150,https://www.kinonews.ru/movie_47/hancock,Хэнкок,2008,Hancock,https://www.kinonews.ru/movie_47/hancock,7.89,$629 443 428,$150 000 000,['США'],"['боевик', 'драма', 'комедия', 'фантастика']",Питер Берг,"['Уилл Смит', 'Шарлиз Терон']",92 мин
151,https://www.kinonews.ru/movie_66178/fast-five,Форсаж 5,2011,Fast & Furious 5,https://www.kinonews.ru/movie_66178/fast-five,8.06,$626 137 675,$125 000 000,['США'],"['боевик', 'драма', 'криминал', 'триллер']",Джастин Лин,"['Дуэйн Джонсон', 'Вин Дизель']",130 мин
152,https://www.kinonews.ru/movie_42250/men-in-black-3,Люди в черном 3,2012,Men in Black III,https://www.kinonews.ru/movie_42250/men-in-black-3,7.81,$624 026 776,$225 000 000,['США'],"['боевик', 'кинокомикс', 'комедия', 'приключения', 'фантастика']",Барри Зонненфельд,"['Уилл Смит', 'Томми Ли Джонс']",106 мин
153,https://www.kinonews.ru/movie_9023/iron-man-2,Железный человек 2,2010,Iron Man 2,https://www.kinonews.ru/movie_9023/iron-man-2,7.84,$623 933 331,$200 000 000,['США'],"['боевик', 'кинокомикс', 'приключения', 'фантастика']",Джон Фавро,"['Скарлетт Йоханссон', 'Роберт Дауни мл.']",124 мин
154,https://www.kinonews.ru/movie_4741/ratatouille,Рататуй,2007,Ratatouille,https://www.kinonews.ru/movie_4741/ratatouille,8.57,$623 726 085,$150 000 000,['США'],"['детский', 'комедия', 'мультфильм', 'семейный']","Брэд Берд, Ян Пинкава","['Пэттон Освальт', 'Ян Холм']",111 мин
155,https://www.kinonews.ru/movie_222078/ant-man-and-the-wasp,Человек-муравей и Оса,2018,Ant-Man and the Wasp,https://www.kinonews.ru/movie_222078/ant-man-and-the-wasp,7.5,$622 674 139,$162 000 000,['США'],"['боевик', 'кинокомикс', 'приключения', 'фантастика']",Пейтон Рид,"['Пол Радд', 'Эванджелин Лилли']",118 мин
156,https://www.kinonews.ru/movie_102729/how-to-train-your-dragon-2,Как приручить дракона 2,2014,How to Train Your Dragon 2,https://www.kinonews.ru/movie_102729/how-to-train-your-dragon-2,8.19,$621 537 519,$145 000 000,['США'],"['детский', 'комедия', 'мультфильм', 'приключения', 'семейный', 'фэнтези']",Дин ДеБлуа,"['Джей Барушель', 'Кейт Бланшетт']",102 мин
157,https://www.kinonews.ru/movie_200859/untitled-wolverine-sequel,Логан,2017,Logan,https://www.kinonews.ru/movie_200859/untitled-wolverine-sequel,8.46,$619 179 950,$97 000 000,['США'],"['боевик', 'драма', 'кинокомикс', 'триллер', 'фантастика']",Джеймс Мэнголд,"['Дорис Моргадо', 'Дафни Кин']",135 мин
158,https://www.kinonews.ru/movie_5419/the-lost-world-jurassic-park,Парк Юрского периода 2: Затерянный мир,1997,The Lost World: Jurassic Park,https://www.kinonews.ru/movie_5419/the-lost-world-jurassic-park,7.65,$618 638 999,$73 000 000,['США'],"['боевик', 'приключения', 'триллер', 'фантастика']",Стивен Спилберг,"['Винс Вон', 'Джулианна Мур']",129 мин
159,https://www.kinonews.ru/movie_7567/casino-royale,Казино Рояль,2006,Casino Royale,https://www.kinonews.ru/movie_7567/casino-royale,8.66,$616 502 912,$150 000 000,"['Германия', 'США', 'Великобритания', 'Чехия']","['боевик', 'приключения', 'триллер']",Мартин Кэмпбелл,"['Дэниел Крэйг', 'Джуди Денч']",144 мин
160,https://www.kinonews.ru/movie_2795/the-passion-of-the-christ,Страсти Христовы,2004,The Passion of the Christ,https://www.kinonews.ru/movie_2795/the-passion-of-the-christ,8.55,$612 054 506,$30 000 000,['США'],['драма'],Мел Гибсон,"['Майя Моргенштерн', 'Христо Живков']",127 мин
161,https://www.kinonews.ru/movie_48/mamma-mia,Мамма MIA!,2008,Mamma Mia!,https://www.kinonews.ru/movie_48/mamma-mia,7.0,$611 257 819,$52 000 000,['США'],"['комедия', 'мелодрама', 'мюзикл']",Филлида Ллойд,"['Мэрил Стрип', 'Аманда Сэйфрид']",108 мин
162,https://www.kinonews.ru/movie_90296/life-of-pi,Жизнь Пи,2012,Life of Pi,https://www.kinonews.ru/movie_90296/life-of-pi,8.42,$609 016 565,$120 000 000,"['США', 'Китай']","['драма', 'приключения']",Энг Ли,"['Рейф Сполл', 'Сурадж Шарма']",127 мин
163,https://www.kinonews.ru/movie_185662/transformers-5,Трансформеры 5: Последний рыцарь,2017,Transformers: The Last Knight,https://www.kinonews.ru/movie_185662/transformers-5,4.84,$605 425 157,$217 000 000,['США'],"['боевик', 'приключения', 'триллер', 'фантастика']",Майкл Бэй,"['Марк Уолберг', 'Энтони Хопкинс']",148 мин
164,https://www.kinonews.ru/movie_113/madagascar-escape-2-africa,Мадагаскар 2. Побег в Африку,2008,Madagascar 2,https://www.kinonews.ru/movie_113/madagascar-escape-2-africa,7.73,$603 900 354,$150 000 000,['США'],"['детский', 'комедия', 'мультфильм', 'приключения', 'семейный']","Эрик Дарнелл, Том МакГрат","['Бен Стиллер', 'Берни Мак']",89 мин
165,https://www.kinonews.ru/movie_123/war-of-the-worlds,Война миров,2005,War of the Worlds,https://www.kinonews.ru/movie_123/war-of-the-worlds,7.86,$603 873 119,$132 000 000,['США'],"['боевик', 'приключения', 'триллер', 'фантастика']",Стивен Спилберг,"['Том Круз', 'Дакота Фаннинг']",116 мин
166,https://www.kinonews.ru/movie_32887/rapunzel,Рапунцель: Запутанная история,2010,Tangled,https://www.kinonews.ru/movie_32887/rapunzel,8.48,$592 462 816,$260 000 000,['США'],"['детский', 'комедия', 'мультфильм', 'мюзикл', 'семейный']","Натан Грено, Байрон Ховард","['Захари Левай', 'Рон Перлман']",100 мин
167,https://www.kinonews.ru/movie_27/quantum-of-solace,Квант милосердия,2008,Quantum of Solace,https://www.kinonews.ru/movie_27/quantum-of-solace,6.9,$589 580 482,$200 000 000,"['США', 'Великобритания']","['боевик', 'приключения', 'триллер']",Марк Форстер,"['Дэниел Крэйг', 'Ольга Куриленко']",106 мин
168,https://www.kinonews.ru/movie_774/men-in-black,Люди в черном,1997,Men in Black,https://www.kinonews.ru/movie_774/men-in-black,8.59,$589 390 539,$90 000 000,['США'],"['боевик', 'кинокомикс', 'комедия', 'фантастика']",Барри Зонненфельд,"['Уилл Смит', 'Томми Ли Джонс']",98 мин
169,https://www.kinonews.ru/movie_45804/the-croods,Семейка Крудс,2013,The Croods,https://www.kinonews.ru/movie_45804/the-croods,8.07,$587 235 983,$135 000 000,['США'],"['боевик', 'комедия', 'мультфильм', 'приключения', 'семейный', 'фэнтези']","Кирк де Микко, Крис Сандерс","['Николас Кейдж', 'Эмма Стоун']",98 мин
170,https://www.kinonews.ru/movie_56834/the-hangover-2,Мальчишник 2: Из Вегаса в Бангкок,2011,The Hangover Part II,https://www.kinonews.ru/movie_56834/the-hangover-2,7.68,$586 764 305,$80 000 000,['США'],['комедия'],Тодд Филлипс,"['Зак Галифианакис', 'Брэдли Купер']",102 мин
171,https://www.kinonews.ru/movie_6144/iron-man,Железный человек,2008,Iron Man,https://www.kinonews.ru/movie_6144/iron-man,8.66,$585 796 247,$140 000 000,['США'],"['боевик', 'кинокомикс', 'приключения', 'триллер', 'фантастика']",Джон Фавро,"['Роберт Дауни мл.', 'Терренс Ховард']",126 мин
172,https://www.kinonews.ru/movie_57/i-am-legend,Я - легенда,2007,I Am Legend,https://www.kinonews.ru/movie_57/i-am-legend,8.4,$585 410 052,$150 000 000,"['США', 'Австралия']","['драма', 'триллер', 'ужасы', 'фантастика']",Френсис Лоуренс,"['Уилл Смит', 'Алиси Брага']",101 мин
173,https://www.kinonews.ru/movie_218032/ready-player-one,Первому игроку приготовиться,2018,Ready Player One,https://www.kinonews.ru/movie_218032/ready-player-one,8.02,$582 893 671,$175 000 000,"['США', 'Индия']","['боевик', 'приключения', 'фантастика']",Стивен Спилберг,"['Тай Шеридан', 'Оливия Кук']",140 мин
174,https://www.kinonews.ru/movie_3623/monsters-inc,Корпорация монстров,2001,"Monsters, Inc.",https://www.kinonews.ru/movie_3623/monsters-inc,8.71,$579 707 738,$115 000 000,['США'],"['комедия', 'мультфильм', 'семейный', 'фэнтези']","Пит Доктер, Дэвид Силверман, Ли Анкрич","['Фрэнк Оз', 'Стив Бушеми']",92 мин
175,https://www.kinonews.ru/movie_260398/hong-hai-xing-dong,Операция в Красном море,2018,Hong hai xing dong,https://www.kinonews.ru/movie_260398/hong-hai-xing-dong,3.67,$579 330 426,$70 000 000,['Китай'],"['боевик', 'военный', 'драма', 'триллер']",Данте Лам,"['Ханьюй Чжан', 'Чжан И']",142 мин
176,https://www.kinonews.ru/movie_537/night-at-the-museum,Ночь в музее,2006,Night at the Museum,https://www.kinonews.ru/movie_537/night-at-the-museum,7.83,$574 481 229,$110 000 000,"['США', 'Великобритания']","['комедия', 'приключения', 'семейный', 'фэнтези']",Шон Леви,"['Бен Стиллер', 'Карла Гуджино']",108 мин
177,https://www.kinonews.ru/movie_166261/fifty-shades-of-grey,Пятьдесят оттенков серого,2015,Fifty Shades of Grey,https://www.kinonews.ru/movie_166261/fifty-shades-of-grey,3.35,$569 651 467,$40 000 000,['США'],"['драма', 'мелодрама', 'эротика']",Сэм Тейлор-Джонсон,"['Джейми Дорнан', 'Дакота Джонсон']",125 мин
178,https://www.kinonews.ru/movie_216760/kong-skull-island,Конг: Остров черепа,2017,Kong: Skull Island,https://www.kinonews.ru/movie_216760/kong-skull-island,7.4,$566 652 812,$185 000 000,['США'],"['боевик', 'приключения', 'фэнтези']",Джордан Вот-Робертс,"['Том Хиддлстон', 'Бри Ларсон']",120 мин
179,https://www.kinonews.ru/movie_45413/the-smurfs,Смурфики,2011,The Smurfs,https://www.kinonews.ru/movie_45413/the-smurfs,6.54,$563 749 323,$110 000 000,['США'],"['комедия', 'мультфильм', 'приключения', 'семейный', 'фэнтези']",Раджа Госнелл,"['Хэнк Азария', 'Нил Патрик Харрис']",103 мин
180,https://www.kinonews.ru/movie_75077/cars-2,Тачки 2,2011,Cars 2,https://www.kinonews.ru/movie_75077/cars-2,7.21,$559 852 396,$200 000 000,['США'],"['комедия', 'мультфильм', 'приключения', 'семейный']","Джон Лассетер, Брэд Льюис","['Ларри Кабельщик', 'Оуэн Уилсон']",106 мин
181,https://www.kinonews.ru/movie_124/king-kong,Кинг Конг,2005,King Kong,https://www.kinonews.ru/movie_124/king-kong,8.62,$556 906 378,$207 000 000,"['Германия', 'США', 'Новая Зеландия']","['драма', 'мелодрама', 'приключения']",Питер Джексон,"['Наоми Уоттс', 'Джек Блэк']",187 мин
182,https://www.kinonews.ru/movie_1887/puss-in-boots,Кот в сапогах,2011,Puss in Boots,https://www.kinonews.ru/movie_1887/puss-in-boots,7.83,$554 987 477,$130 000 000,['США'],"['боевик', 'комедия', 'мультфильм', 'приключения', 'семейный', 'фэнтези']",Крис Миллер,"['Антонио Бандерас', 'Сальма Хайек']",90 мин
183,https://www.kinonews.ru/movie_229274/mei-ren-yu,Русалка,2016,Mei ren yu,https://www.kinonews.ru/movie_229274/mei-ren-yu,7.75,$553 810 228,$60 720 000,['Китай'],"['драма', 'мелодрама', 'фантастика', 'фэнтези']",Стивен Чоу,"['У Ифань', 'Чао Ден']",94 мин
184,https://www.kinonews.ru/movie_1070/armageddon,Армагеддон,1998,Armageddon,https://www.kinonews.ru/movie_1070/armageddon,7.73,$553 709 788,$140 000 000,['США'],"['боевик', 'мелодрама', 'триллер', 'фантастика']",Майкл Бэй,"['Брюс Уиллис', 'Билли Боб Торнтон']",151 мин
185,https://www.kinonews.ru/movie_1286/the-day-after-tomorrow,Послезавтра,2004,The Day After Tomorrow,https://www.kinonews.ru/movie_1286/the-day-after-tomorrow,8.01,$552 639 571,$125 000 000,['США'],"['боевик', 'приключения', 'триллер', 'фантастика']",Роланд Эммерих,"['Эмми Россум', 'Ян Холм']",124 мин
186,https://www.kinonews.ru/movie_95738/ted,Третий лишний,2012,Ted,https://www.kinonews.ru/movie_95738/ted,7.73,$549 368 315,$50 000 000,['США'],"['комедия', 'фэнтези']",Сет МакФарлейн,"['Мила Кунис', 'Марк Уолберг']",106 мин
187,https://www.kinonews.ru/movie_152983/american-sniper,Снайпер,2014,American Sniper,https://www.kinonews.ru/movie_152983/american-sniper,7.67,$547 426 372,$58 800 000,['США'],"['биографический', 'боевик', 'военный', 'драма']",Клинт Иствуд,"['Брэдли Купер', 'Кайл Галлнер']",133 мин
188,https://www.kinonews.ru/movie_250/mission-impossible-ii,Миссия невыполнима 2,2000,Mission: Impossible II,https://www.kinonews.ru/movie_250/mission-impossible-ii,7.51,$546 388 108,$125 000 000,"['США', 'Германия']","['боевик', 'приключения', 'триллер']",Джон Ву,"['Том Круз', 'Энтони Хопкинс']",123 мин
189,https://www.kinonews.ru/movie_269830/detective-chinatown-2,Детектив из Чайнатауна 2,2018,Detective Chinatown 2,https://www.kinonews.ru/movie_269830/detective-chinatown-2,0.0,$544 185 156,0,['Китай'],"['боевик', 'детектив', 'комедия']",Чэнь Сычэн,"['Майкл Питт', 'Бай Линг']",121 мин
190,https://www.kinonews.ru/movie_174629/x-men-apocalypse,Люди Икс: Апокалипсис,2016,X-Men: Apocalypse,https://www.kinonews.ru/movie_174629/x-men-apocalypse,6.86,$543 934 105,$178 000 000,['США'],"['боевик', 'кинокомикс', 'приключения', 'триллер', 'фантастика']",Брайан Сингер,"['Джеймс МакЭвой', 'Майкл Фассбендер']",144 мин
191,https://www.kinonews.ru/movie_66171/untitled-sherlock-holmes-sequel,Шерлок Холмс 2: Игра теней,2011,Sherlock Holmes: A Game of Shadows,https://www.kinonews.ru/movie_66171/untitled-sherlock-holmes-sequel,8.35,$543 848 418,$125 000 000,['США'],"['боевик', 'детектив', 'криминал', 'приключения', 'триллер']",Гай Ричи,"['Роберт Дауни мл.', 'Джуд Лоу']",129 мин
192,https://www.kinonews.ru/movie_24580/despicable-me,Гадкий Я,2010,Despicable Me,https://www.kinonews.ru/movie_24580/despicable-me,8.07,$543 113 985,$69 000 000,['США'],"['детский', 'комедия', 'мультфильм', 'семейный', 'фэнтези']","Крис Рено, Пьер Коффен","['Кен Жонг', 'Миранда Косгров']",95 мин
193,https://www.kinonews.ru/movie_154094/cinderella,Золушка,2015,Cinderella,https://www.kinonews.ru/movie_154094/cinderella,7.29,$542 358 331,$95 000 000,['США'],"['драма', 'мелодрама', 'приключения', 'семейный', 'фэнтези']",Кеннет Брана,"['Хейли Этвелл', 'Лили Джеймс']",105 мин
194,https://www.kinonews.ru/movie_2350/madagascar,Мадагаскар,2005,Madagascar,https://www.kinonews.ru/movie_2350/madagascar,8.35,$542 063 846,$75 000 000,['США'],"['детский', 'комедия', 'мультфильм', 'приключения', 'семейный']","Эрик Дарнелл, Том МакГрат","['Саша Барон Коэн', 'Бен Стиллер']",86 мин
195,https://www.kinonews.ru/movie_13231/world-war-z,Война миров Z,2013,World War Z,https://www.kinonews.ru/movie_13231/world-war-z,8.05,$540 455 876,$190 000 000,['США'],"['боевик', 'ужасы', 'фантастика']",Марк Форстер,"['Брэд Питт', 'Эрик Уэст']",116 мин
196,https://www.kinonews.ru/movie_90294/brave,Храбрая сердцем,2012,Brave,https://www.kinonews.ru/movie_90294/brave,7.67,$538 983 207,$185 000 000,['США'],"['комедия', 'мультфильм', 'приключения', 'семейный', 'фэнтези']","Марк Эндрюс, Бренда Чепмен, Стив Пурселл","['Келли Макдоналд', 'Билли Коннолли']",93 мин
197,https://www.kinonews.ru/movie_120/star-wars-episode-v-the-empire-strikes-back,Звездные войны: Эпизод 5 - Империя наносит ответный удар,1980,Star Wars: Episode V - The Empire Strikes Back,https://www.kinonews.ru/movie_120/star-wars-episode-v-the-empire-strikes-back,8.82,$538 375 067,$18 000 000,['США'],"['боевик', 'приключения', 'фантастика', 'фэнтези']",Ирвин Кершнер,"['Марк Хэмилл', 'Харрисон Форд']",124 мин
198,https://www.kinonews.ru/movie_7588/the-simpsons-movie,Симпсоны в кино,2007,The Simpsons Movie,https://www.kinonews.ru/movie_7588/the-simpsons-movie,7.87,$536 414 293,$75 000 000,['США'],"['комедия', 'мультфильм', 'приключения']",Дэвид Силверман,"['Дэн Кастелланета', 'Джули Кавнер']",87 мин
199,https://www.kinonews.ru/movie_191910/the-revenant,Выживший,2015,The Revenant,https://www.kinonews.ru/movie_191910/the-revenant,8.31,$532 950 503,$135 000 000,['США'],"['драма', 'исторический', 'приключения']",Алехандро Гонсалес Иньярриту,"['Донал Глисон', 'Том Харди']",151 мин
200,https://www.kinonews.ru/movie_219062/meg,Мег: Монстр глубины,2018,The Meg,https://www.kinonews.ru/movie_219062/meg,6.46,$530 259 473,$150 000 000,['США'],"['боевик', 'триллер', 'ужасы', 'фантастика']",Джон Тартелтауб,"['Руби Роуз', 'Джейсон Стэтхэм']",113 мин
201,https://www.kinonews.ru/movie_237942/wreck-it-ralph-2,Ральф против интернета,2018,Ralph Breaks the Internet: Wreck-It Ralph 2,https://www.kinonews.ru/movie_237942/wreck-it-ralph-2,7.52,$529 323 962,$175 000 000,['США'],"['комедия', 'мультфильм', 'приключения', 'семейный', 'фэнтези']","Фил Джонстон, Рич Мур","['Джон С. Рейли', 'Сара Силверман']",112 мин
202,https://www.kinonews.ru/movie_233987/hotel-transylvania-3,Монстры на каникулах 3: Море зовет,2018,Hotel Transylvania 3: Summer Vacation,https://www.kinonews.ru/movie_233987/hotel-transylvania-3,6.36,$528 583 774,$65 000 000,['США'],"['комедия', 'мультфильм', 'семейный', 'фэнтези']",Геннадий Тартаковский,"['Адам Сэндлер', 'Энди Сэмберг']",97 мин
203,https://www.kinonews.ru/movie_209036/boss-baby,Босс-молокосос,2017,The Boss Baby,https://www.kinonews.ru/movie_209036/boss-baby,5.56,$527 965 936,$125 000 000,['США'],"['комедия', 'мультфильм']",Том МакГрат,"['Алек Болдуин', 'Стив Бушеми']",97 мин
204,https://www.kinonews.ru/movie_227463/dunkirk,Дюнкерк,2017,Dunkirk,https://www.kinonews.ru/movie_227463/dunkirk,7.27,$527 016 307,$100 000 000,"['США', 'Великобритания', 'Франция']","['военный', 'драма', 'исторический']",Кристофер Нолан,"['Фьен Уайтхед', 'Дэмиен Боннар']",107 мин
205,https://www.kinonews.ru/movie_127976/how-to-train-your-dragon-3,Как приручить дракона 3,2019,How to Train Your Dragon: The Hidden World,https://www.kinonews.ru/movie_127976/how-to-train-your-dragon-3,7.66,$525 687 703,$129 000 000,['США'],"['детский', 'комедия', 'мультфильм', 'приключения', 'семейный', 'фэнтези']",Дин ДеБлуа,"['Джей Барушель', 'Америка Феррера']",104 мин
206,https://www.kinonews.ru/movie_70093/godzilla,Годзилла,2014,Godzilla,https://www.kinonews.ru/movie_70093/godzilla,7.23,$524 976 069,$160 000 000,['США'],"['боевик', 'фантастика']",Гарет Эдвардс,"['Элизабет Олсен', 'Аарон Тейлор-Джонсон']",123 мин
207,https://www.kinonews.ru/movie_6176/sherlock-holmes,Шерлок Холмс,2009,Sherlock Holmes,https://www.kinonews.ru/movie_6176/sherlock-holmes,8.42,$524 028 679,$90 000 000,"['США', 'Великобритания', 'Австралия']","['боевик', 'детектив', 'драма', 'криминал', 'приключения', 'триллер']",Гай Ричи,"['Джуд Лоу', 'Рэйчел МакАдамс']",128 мин
208,https://www.kinonews.ru/movie_1323/meet-the-fockers,Знакомство с Факерами,2004,Meet the Fockers,https://www.kinonews.ru/movie_1323/meet-the-fockers,8.01,$522 657 936,$80 000 000,['США'],"['комедия', 'мелодрама']",Джей Роач,"['Роберт Де Ниро', 'Бен Стиллер']",115 мин
209,https://www.kinonews.ru/movie_59/walle,ВАЛЛ-И,2008,WALL·E,https://www.kinonews.ru/movie_59/walle,8.84,$521 311 890,$180 000 000,['США'],"['детский', 'комедия', 'мелодрама', 'мультфильм', 'семейный', 'фантастика']",Эндрю Стэнтон,"['Бен Бертт', 'Элисса Найт']",98 мин
210,https://www.kinonews.ru/movie_127977/kung-fu-panda-3,Кунг-фу Панда 3,2016,Kung Fu Panda 3,https://www.kinonews.ru/movie_127977/kung-fu-panda-3,7.54,$521 170 825,$145 000 000,"['США', 'Китай']","['детский', 'комедия', 'мультфильм', 'приключения', 'семейный']","Дженнифер Ю, Алессандро Карлони","['Джек Блэк', 'Анджелина Джоли']",86 мин
211,https://www.kinonews.ru/movie_206/terminator-2-judgment-day,Терминатор 2: Судный день,1991,Terminator 2: Judgment Day,https://www.kinonews.ru/movie_206/terminator-2-judgment-day,9.4,$520 881 154,$102 000 000,['США'],"['боевик', 'триллер', 'фантастика']",Джеймс Кэмерон,"['Арнольд Шварценеггер', 'Линда Хэмилтон']",137 мин
212,https://www.kinonews.ru/movie_38976/ant-man,Человек-муравей,2015,Ant-Man,https://www.kinonews.ru/movie_38976/ant-man,7.69,$519 311 965,$130 000 000,"['США', 'Великобритания']","['боевик', 'кинокомикс', 'фантастика']",Пейтон Рид,"['Джуди Грир', 'Эванджелин Лилли']",117 мин
213,https://www.kinonews.ru/movie_183527/how-the-grinch-stole-christmas,Гринч,2018,The Grinch,https://www.kinonews.ru/movie_183527/how-the-grinch-stole-christmas,6.26,$512 492 755,$75 000 000,['США'],"['детский', 'комедия', 'мультфильм', 'фэнтези']","Ярроу Чейни, Скотт Можер","['Бенедикт Камбербэтч', 'Кэмерон Сили']",90 мин
214,https://www.kinonews.ru/movie_24344/ghost,Привидение,1990,Ghost,https://www.kinonews.ru/movie_24344/ghost,8.66,$505 703 557,$22 000 000,['США'],"['детектив', 'драма', 'комедия', 'мелодрама', 'триллер', 'фэнтези']",Джерри Цукер,"['Патрик Суэйзи', 'Деми Мур']",126 мин
215,https://www.kinonews.ru/movie_580/aladdin,Аладдин,1992,Aladdin,https://www.kinonews.ru/movie_580/aladdin,8.65,$504 050 219,$28 000 000,['США'],"['комедия', 'мелодрама', 'мультфильм', 'мюзикл', 'приключения', 'семейный', 'фэнтези']","Рон Клементс, Джон Маскер","['Скотт Венгер', 'Робин Уильямс']",90 мин
216,https://www.kinonews.ru/movie_133360/rio-2,Рио 2,2014,Rio 2,https://www.kinonews.ru/movie_133360/rio-2,6.5,$498 781 117,$103 000 000,['Бразилия'],"['комедия', 'мультфильм', 'мюзикл', 'приключения', 'семейный']",Карлос Салдана,"['Энн Хэтэуэй', 'Джесси Айзенберг']",101 мин
217,https://www.kinonews.ru/movie_1012/troy,Троя,2004,Troy,https://www.kinonews.ru/movie_1012/troy,8.44,$497 409 852,$175 000 000,"['США', 'Великобритания', 'Мальта']","['боевик', 'исторический', 'мелодрама']",Вольфганг Петерсен,"['Джулиан Гловер', 'Брайан Кокс']",163 мин
218,https://www.kinonews.ru/movie_446/toy-story-2,История игрушек 2,1999,Toy Story 2,https://www.kinonews.ru/movie_446/toy-story-2,8.35,$497 375 381,$90 000 000,['США'],"['детский', 'комедия', 'мультфильм', 'приключения', 'семейный', 'фэнтези']","Джон Лассетер, Эш Браннон, Ли Анкрич","['Том Хэнкс', 'Тим Аллен']",92 мин
219,https://www.kinonews.ru/movie_7656/how-to-train-your-dragon,Как приручить дракона,2010,How to Train Your Dragon,https://www.kinonews.ru/movie_7656/how-to-train-your-dragon,8.74,$494 879 471,$165 000 000,['США'],"['детский', 'мультфильм', 'приключения']","Дин ДеБлуа, Крис Сандерс","['Джей Барушель', 'Джерард Батлер']",98 мин
220,https://www.kinonews.ru/movie_10961/twister,Смерч,1996,Twister,https://www.kinonews.ru/movie_10961/twister,8.13,$494 471 524,$92 000 000,['США'],"['боевик', 'драма', 'приключения', 'триллер']",Ян де Бонт,"['Хелен Хант', 'Билл Пэкстон']",113 мин
221,https://www.kinonews.ru/movie_95748/oz-the-great-and-powerful,Оз: Великий и ужасный,2013,Oz: The Great and Powerful,https://www.kinonews.ru/movie_95748/oz-the-great-and-powerful,7.07,$493 311 825,$215 000 000,['США'],"['приключения', 'фэнтези']",Сэм Рейми,"['Мила Кунис', 'Джеймс Франко']",130 мин
222,https://www.kinonews.ru/movie_11930/clash-of-the-titans,Битва Титанов,2010,Clash of the Titans,https://www.kinonews.ru/movie_11930/clash-of-the-titans,6.78,$493 214 993,$125 000 000,['США'],"['боевик', 'приключения', 'фэнтези']",Луи Летерье,"['Лиам Нисон', 'Сэм Уортингтон']",106 мин
223,https://www.kinonews.ru/movie_229253/maleficent-2,Малефисента 2: Владычица тьмы,2019,Maleficent: Mistress of Evil,https://www.kinonews.ru/movie_229253/maleficent-2,6.24,$491 730 089,$185 000 000,['США'],"['детский', 'приключения', 'семейный', 'фэнтези']",Хоаким Роннинг,"['Анджелина Джоли', 'Элли Фаннинг']",118 мин
224,https://www.kinonews.ru/movie_177192/planet-of-the-apes-sequel,Планета обезьян: Война,2017,War for the Planet of the Apes,https://www.kinonews.ru/movie_177192/planet-of-the-apes-sequel,7.46,$490 719 763,$150 000 000,['США'],"['боевик', 'драма', 'приключения', 'фантастика']",Мэтт Ривз,"['Энди Серкис', 'Вуди Харрельсон']",140 мин
225,https://www.kinonews.ru/movie_286/shrek,Шрек,2001,Shrek,https://www.kinonews.ru/movie_286/shrek,8.89,$487 853 320,$60 000 000,['США'],"['детский', 'комедия', 'мелодрама', 'мультфильм', 'приключения', 'семейный', 'фэнтези']","Эндрю Адамсон, Вики Дженсон","['Майк Майерс', 'Эдди Мерфи']",90 мин
226,https://www.kinonews.ru/movie_176/mr-i-mrs-smith,Мистер и миссис Смит,2005,Mr. & Mrs. Smith,https://www.kinonews.ru/movie_176/mr-i-mrs-smith,7.82,$487 287 646,$110 000 000,['США'],"['боевик', 'комедия', 'мелодрама', 'триллер']",Даг Лайман,"['Брэд Питт', 'Анджелина Джоли']",120 мин
227,https://www.kinonews.ru/movie_462/angels-i-demons,Ангелы и демоны,2009,Angels & Demons,https://www.kinonews.ru/movie_462/angels-i-demons,7.59,$485 930 816,$150 000 000,['США'],"['детектив', 'драма', 'криминал', 'триллер']",Рон Ховард,"['Юэн МакГрегор', 'Том Хэнкс']",138 мин
228,https://www.kinonews.ru/movie_102791/ninja-turtles,Черепашки-ниндзя,2014,Teenage Mutant Ninja Turtles,https://www.kinonews.ru/movie_102791/ninja-turtles,6.51,$485 004 754,$125 000 000,['США'],"['боевик', 'кинокомикс', 'комедия', 'приключения', 'фантастика']",Джонатан Либесман,"['Меган Фокс', 'Джонни Ноксвил']",101 мин
