,url,name,year,en_name,poster_url,rating,world_fees,budget,country,genre,director,main_actors,lentgh
0,https://www.kinonews.ru/movie_1031/avatar,Аватар,2009,Avatar,https://www.kinonews.ru/movie_1031/avatar,9.01,$2 847 246 203,$237 000 000,['США'],"['боевик', 'драма', 'приключения', 'фантастика']",Джеймс Кэмерон,"['Сэм Уортингтон', 'Зои Солдана']",162 мин
1,https://www.kinonews.ru/movie_207321/avengers-3-part-ii,Мстители 4: Финал,2019,Avengers: Endgame,https://www.kinonews.ru/movie_207321/avengers-3-part-ii,8.16,$2 797 501 328,$356 000 000,['США'],"['боевик', 'кинокомикс', 'приключения', 'фантастика', 'фэнтези']","Энтони Руссо, Джо Руссо","['Роберт Дауни мл.', 'Крис Эванс']",182 мин
2,https://www.kinonews.ru/movie_1025/titanic,Титаник,1997,Titanic,https://www.kinonews.ru/movie_1025/titanic,9.14,$2 201 647 264,$200 000 000,['США'],"['драма', 'исторический', 'мелодрама']",Джеймс Кэмерон,"['Леонардо ДиКаприо', 'Кейт Уинслет']",194 мин
3,https://www.kinonews.ru/movie_134104/star-wars-episode-vii,Звездные войны: Эпизод 7 - Пробуждение Силы,2015,Star Wars: Episode VII - The Force Awakens,https://www.kinonews.ru/movie_134104/star-wars-episode-vii,7.53,$2 069 521 700,$245 000 000,['США'],"['драма', 'приключения', 'фантастика', 'фэнтези']",Джей Джей Абрамс,"['Донал Глисон', 'Дэйзи Ридли']",136 мин
4,https://www.kinonews.ru/movie_207320/avengers-3-part-i,Мстители 3: Война бесконечности,2018,Avengers: Infinity War,https://www.kinonews.ru/movie_207320/avengers-3-part-i,8.9,$2 048 359 754,$300 000 000,['США'],"['боевик', 'кинокомикс', 'приключения', 'фантастика']","Энтони Руссо, Джо Руссо","['Роберт Дауни мл.', 'Крис Хемсворт']",149 мин
5,https://www.kinonews.ru/movie_103395/jurassic-park-iv,Мир Юрского периода,2015,Jurassic World,https://www.kinonews.ru/movie_103395/jurassic-park-iv,7.48,$1 670 516 444,$150 000 000,['США'],"['приключения', 'семейный', 'фантастика']",Колин Треворроу,"['Крис Прэтт', 'Брайс Даллас Ховард']",125 мин
6,https://www.kinonews.ru/movie_257799/the-lion-king,Король лев,2019,The Lion King,https://www.kinonews.ru/movie_257799/the-lion-king,6.09,$1 667 635 327,$260 000 000,['США'],"['детский', 'драма', 'мультфильм', 'мюзикл', 'приключения', 'семейный', 'фэнтези']",Джон Фавро,"['Сет Роген', 'Дональд Гловер']",118 мин
7,https://www.kinonews.ru/movie_21145/avengers-assemble,Мстители,2012,Avengers Assemble,https://www.kinonews.ru/movie_21145/avengers-assemble,8.68,$1 518 815 515,$220 000 000,['США'],"['боевик', 'кинокомикс', 'приключения', 'фантастика']",Джосс Уидон,"['Роберт Дауни мл.', 'Крис Эванс']",143 мин
8,https://www.kinonews.ru/movie_150271/fast-i-furious-7,Форсаж 7,2015,Furious 7,https://www.kinonews.ru/movie_150271/fast-i-furious-7,7.39,$1 515 341 399,$190 000 000,"['США', 'Япония']","['боевик', 'криминал', 'триллер']",Джеймс Ван,"['Вин Дизель', 'Пол Уокер']",137 мин
9,https://www.kinonews.ru/movie_230037/frozen-2,Холодное сердце 2,2019,Frozen 2,https://www.kinonews.ru/movie_230037/frozen-2,6.61,$1 450 026 933,$150 000 000,['США'],"['детский', 'комедия', 'мультфильм', 'приключения', 'семейный']","Крис Бак, Дженнифер Ли","['Кристен Белл', 'Джейсон Риттер']",103 мин
10,https://www.kinonews.ru/movie_116177/the-avengers-2,Мстители 2: Эра Альтрона,2015,Avengers: Age of Ultron,https://www.kinonews.ru/movie_116177/the-avengers-2,7.67,$1 402 809 540,$250 000 000,['США'],"['боевик', 'кинокомикс', 'приключения', 'фантастика']",Джосс Уидон,"['Роберт Дауни мл.', 'Крис Хемсворт']",141 мин
11,https://www.kinonews.ru/movie_133396/black-panther,Черная пантера,2018,Black Panther,https://www.kinonews.ru/movie_133396/black-panther,6.6,$1 347 597 973,$200 000 000,['США'],"['боевик', 'кинокомикс', 'приключения', 'фантастика']",Райан Куглер,"['Чэдвик Боузман', 'Майкл Б. Джордан']",134 мин
12,https://www.kinonews.ru/movie_2975/harry-potter-and-the-deathly-hallows-part-ii,Гарри Поттер и Дары смерти: Часть 2,2011,Harry Potter and the Deathly Hallows: Part 2,https://www.kinonews.ru/movie_2975/harry-potter-and-the-deathly-hallows-part-ii,8.41,$1 342 321 665,$125 000 000,"['США', 'Великобритания']","['детектив', 'драма', 'приключения', 'фэнтези']",Дэвид Йэтс,"['Донал Глисон', 'Рэйф Файнс']",130 мин
13,https://www.kinonews.ru/movie_190621/star-wars-episode-viii,Звездные войны 8: Последние джедаи,2017,Star Wars: The Last Jedi,https://www.kinonews.ru/movie_190621/star-wars-episode-viii,6.37,$1 332 698 830,$250 000 000,['США'],"['боевик', 'приключения', 'фантастика', 'фэнтези']",Райан Джонсон,"['Марк Хэмилл', 'Кэрри Фишер']",152 мин
14,https://www.kinonews.ru/movie_217761/jurassic-world-2-fallen-kingdom,Мир Юрского периода 2,2018,Jurassic World: Fallen Kingdom,https://www.kinonews.ru/movie_217761/jurassic-world-2-fallen-kingdom,6.17,$1 310 466 296,$260 000 000,['США'],"['боевик', 'приключения', 'фантастика']",Х.А. Байона,"['Брайс Даллас Ховард', 'Крис Прэтт']",128 мин
15,https://www.kinonews.ru/movie_137172/frozen,Холодное сердце,2013,Frozen,https://www.kinonews.ru/movie_137172/frozen,8.01,$1 281 508 100,$150 000 000,['США'],"['детский', 'мультфильм', 'приключения', 'семейный']","Крис Бак, Дженнифер Ли","['Кристен Белл', 'Джош Гад']",102 мин
16,https://www.kinonews.ru/movie_210986/beauty-and-the-beast,Красавица и чудовище,2017,Beauty and the Beast,https://www.kinonews.ru/movie_210986/beauty-and-the-beast,6.39,$1 264 434 525,$160 000 000,['США'],"['мелодрама', 'мюзикл', 'фэнтези']",Билл Кондон,"['Юэн МакГрегор', 'Эмма Уотсон']",129 мин
17,https://www.kinonews.ru/movie_212672/the-incredibles-2,Суперсемейка 2,2018,Incredibles 2,https://www.kinonews.ru/movie_212672/the-incredibles-2,7.58,$1 244 639 527,$200 000 000,['США'],"['детский', 'комедия', 'мультфильм', 'приключения', 'семейный']",Брэд Берд,"['Крэйг Т. Нельсон', 'Холли Хантер']",118 мин
18,https://www.kinonews.ru/movie_214288/furious-8,Форсаж 8,2017,The Fate of the Furious,https://www.kinonews.ru/movie_214288/furious-8,7.27,$1 236 005 118,$250 000 000,"['США', 'Япония', 'Франция', 'Канада', 'Американское Самоа']","['боевик', 'криминал', 'приключения']",Ф. Гэри Грей,"['Вин Дизель', 'Джейсон Стэтхэм']",136 мин
19,https://www.kinonews.ru/movie_78554/iron-man-3,Железный человек 3,2013,Iron Man 3,https://www.kinonews.ru/movie_78554/iron-man-3,8.0,$1 214 811 252,$200 000 000,['США'],"['боевик', 'кинокомикс', 'фантастика']",Шейн Блэк,"['Роберт Дауни мл.', 'Гай Пирс']",131 мин
20,https://www.kinonews.ru/movie_114781/minions,Миньоны,2015,Minions,https://www.kinonews.ru/movie_114781/minions,6.71,$1 159 444 662,$74 000 000,['США'],"['детский', 'комедия', 'мультфильм', 'семейный']","Кайл Балда, Пьер Коффен","['Сандра Баллок', 'Джон Хэмм']",91 мин
21,https://www.kinonews.ru/movie_185759/captain-america-3,Первый мститель 3: Противостояние,2016,Captain America: Civil War,https://www.kinonews.ru/movie_185759/captain-america-3,8.4,$1 153 337 496,$250 000 000,['США'],"['боевик', 'кинокомикс', 'триллер', 'фантастика']","Энтони Руссо, Джо Руссо","['Крис Эванс', 'Роберт Дауни мл.']",146 мин
22,https://www.kinonews.ru/movie_206682/aquaman,Аквамен,2018,Aquaman,https://www.kinonews.ru/movie_206682/aquaman,7.9,$1 148 485 886,$160 000 000,"['Австралия', 'США']","['боевик', 'кинокомикс', 'приключения', 'фантастика']",Джеймс Ван,"['Джейсон Момоа', 'Эмбер Херд']",143 мин
23,https://www.kinonews.ru/movie_796/the-lord-of-the-rings-the-return-of-the-king,Властелин колец 3: Возвращение Короля,2003,The Lord of the Rings: The Return of the King,https://www.kinonews.ru/movie_796/the-lord-of-the-rings-the-return-of-the-king,9.43,$1 146 030 912,$94 000 000,"['США', 'Новая Зеландия']","['боевик', 'приключения', 'фэнтези']",Питер Джексон,"['Элайджа Вуд', 'Орландо Блум']",201 мин
24,https://www.kinonews.ru/movie_251291/spider-man-homecoming-2,Человек-паук: Вдали от дома,2019,Spider-Man: Far From Home,https://www.kinonews.ru/movie_251291/spider-man-homecoming-2,7.43,$1 131 927 996,$160 000 000,['США'],"['боевик', 'кинокомикс', 'приключения', 'фантастика']",Джонатан Уоттс,"['Том Холланд', 'Сэмюэл Л. Джексон']",129 мин
25,https://www.kinonews.ru/movie_207318/captain-marvel,Капитан Марвел,2019,Captain Marvel,https://www.kinonews.ru/movie_207318/captain-marvel,5.95,$1 128 462 972,$152 000 000,['США'],"['боевик', 'кинокомикс', 'приключения', 'фэнтези']","Анна Боден, Райан Флек","['Бри Ларсон', 'Сэмюэл Л. Джексон']",124 мин
26,https://www.kinonews.ru/movie_41762/transformers-3,Трансформеры 3: Темная сторона Луны,2011,Transformers: Dark of the Moon,https://www.kinonews.ru/movie_41762/transformers-3,7.45,$1 123 794 079,$195 000 000,['США'],"['боевик', 'приключения', 'фантастика']",Майкл Бэй,"['Шайя ЛаБеф', 'Рози Хантингтон-Уайтли']",154 мин
27,https://www.kinonews.ru/movie_47457/bond-23,"007: Координаты ""Скайфолл""",2012,Skyfall,https://www.kinonews.ru/movie_47457/bond-23,8.25,$1 108 569 499,$200 000 000,"['США', 'Великобритания']","['боевик', 'приключения', 'триллер']",Сэм Мендес,"['Дэниел Крэйг', 'Рэйф Файнс']",143 мин
28,https://www.kinonews.ru/movie_101988/transformers-4,Трансформеры 4: Эпоха истребления,2014,Transformers: Age of Extinction,https://www.kinonews.ru/movie_101988/transformers-4,6.45,$1 104 054 072,$210 000 000,['США'],"['боевик', 'приключения', 'фантастика']",Майкл Бэй,"['Никола Пельтц', 'Марк Уолберг']",165 мин
29,https://www.kinonews.ru/movie_66169/the-dark-knight-rises,Темный рыцарь 2: Возрождение легенды,2012,The Dark Knight Rises,https://www.kinonews.ru/movie_66169/the-dark-knight-rises,8.27,$1 081 142 612,$250 000 000,"['США', 'Великобритания']","['боевик', 'драма', 'кинокомикс', 'криминал', 'триллер', 'фантастика']",Кристофер Нолан,"['Лиам Нисон', 'Том Харди']",164 мин
30,https://www.kinonews.ru/movie_208035/star-wars-episode-ix,Звездные войны 9: Скайуокер. Восход,2019,Star Wars: The Rise of Skywalker,https://www.kinonews.ru/movie_208035/star-wars-episode-ix,5.45,$1 078 232 589,$200 000 000,['США'],"['боевик', 'приключения', 'фантастика', 'фэнтези']",Джей Джей Абрамс,"['Кэрри Фишер', 'Марк Хэмилл']",155 мин
31,https://www.kinonews.ru/movie_267107/joker,Джокер,2019,Joker,https://www.kinonews.ru/movie_267107/joker,8.28,$1 074 419 384,$55 000 000,['США'],"['драма', 'кинокомикс', 'криминал', 'приключения', 'триллер']",Тодд Филлипс,"['Роберт Де Ниро', 'Хоакин Феникс']",122 мин
32,https://www.kinonews.ru/movie_124576/toy-story-4,История игрушек 4,2019,Toy Story 4,https://www.kinonews.ru/movie_124576/toy-story-4,8.16,$1 073 394 593,$200 000 000,['США'],"['детский', 'комедия', 'мультфильм', 'приключения', 'семейный', 'фэнтези']",Джош Кули,"['Том Хэнкс', 'Тим Аллен']",100 мин
33,https://www.kinonews.ru/movie_465/toy-story-3,История Игрушек 3: Большой Побег,2010,Toy Story 3,https://www.kinonews.ru/movie_465/toy-story-3,8.48,$1 066 970 811,$200 000 000,['США'],"['детский', 'комедия', 'мультфильм', 'приключения', 'семейный']",Ли Анкрич,"['Том Хэнкс', 'Тим Аллен']",103 мин
34,https://www.kinonews.ru/movie_84/pirates-of-the-caribbean-dead-mans-chest,Пираты Карибского моря 2: Сундук мертвеца,2006,Pirates of the Caribbean: Dead Man`s Chest,https://www.kinonews.ru/movie_84/pirates-of-the-caribbean-dead-mans-chest,8.82,$1 066 179 747,$225 000 000,['США'],"['боевик', 'драма', 'комедия', 'мелодрама', 'приключения', 'семейный', 'фэнтези']",Гор Вербински,"['Джонни Депп', 'Орландо Блум']",151 мин
35,https://www.kinonews.ru/movie_7331/the-lion-king,Король Лев,1994,The Lion King,https://www.kinonews.ru/movie_7331/the-lion-king,8.84,$1 063 611 805,$45 000 000,['США'],"['детский', 'драма', 'комедия', 'мультфильм', 'мюзикл', 'приключения', 'семейный']","Роджер Аллерс, Роб Минкофф","['Джонатан Тейлор Томас', 'Мэттью Бродерик']",89 мин
36,https://www.kinonews.ru/movie_187682/star-wars-spinoff,Изгой-один: Звездные Войны. Истории,2016,Rogue One: A Star Wars Story,https://www.kinonews.ru/movie_187682/star-wars-spinoff,8.33,$1 056 057 720,$200 000 000,['США'],"['боевик', 'приключения', 'фантастика', 'фэнтези']",Гарет Эдвардс,"['Фелисити Джонс', 'Диего Луна']",133 мин
37,https://www.kinonews.ru/movie_257172/aladdin,Аладдин,2019,Aladdin,https://www.kinonews.ru/movie_257172/aladdin,6.9,$1 050 693 953,$183 000 000,['США'],"['мелодрама', 'мюзикл', 'приключения', 'семейный', 'фэнтези']",Гай Ричи,"['Уилл Смит', 'Мена Массуд']",128 мин
38,https://www.kinonews.ru/movie_39844/pirates-of-the-caribbean-on-stranger-tides,Пираты Карибского моря 4: На странных берегах,2011,Pirates of the Caribbean 4: On Stranger Tides,https://www.kinonews.ru/movie_39844/pirates-of-the-caribbean-on-stranger-tides,7.56,$1 045 713 802,$379 000 000,['США'],"['боевик', 'комедия', 'приключения', 'фэнтези']",Роб Маршалл,"['Джонни Депп', 'Йен МакШейн']",136 мин
39,https://www.kinonews.ru/movie_177569/despicable-me-3,Гадкий Я 3,2017,Despicable Me 3,https://www.kinonews.ru/movie_177569/despicable-me-3,5.56,$1 034 800 131,$80 000 000,['США'],"['детский', 'комедия', 'мультфильм', 'приключения', 'семейный']","Кайл Балда, Пьер Коффен, Эрик Гуильон","['Стив Карелл', 'Кристен Уиг']",90 мин
40,https://www.kinonews.ru/movie_947/jurassic-park,Парк Юрского периода,1993,Jurassic Park,https://www.kinonews.ru/movie_947/jurassic-park,8.86,$1 033 928 303,$63 000 000,['США'],"['боевик', 'приключения', 'фантастика']",Стивен Спилберг,"['Сэм Нилл', 'Лора Дерн']",127 мин
41,https://www.kinonews.ru/movie_134903/finding-nemo-2,В поисках Дори,2016,Finding Dory,https://www.kinonews.ru/movie_134903/finding-nemo-2,7.54,$1 028 570 942,$200 000 000,['США'],"['детский', 'мультфильм', 'приключения', 'семейный']","Эндрю Стэнтон, Энгус МакЛэйн","['Эллен ДеДженерес', 'Альберт Брукс']",97 мин
42,https://www.kinonews.ru/movie_117/star-wars-episode-i-the-phantom-menace,Звездные войны: Эпизод 1 - Скрытая угроза,1999,Star Wars: Episode I - The Phantom Menace,https://www.kinonews.ru/movie_117/star-wars-episode-i-the-phantom-menace,8.17,$1 027 082 707,$115 000 000,['США'],"['боевик', 'приключения', 'фантастика', 'фэнтези']",Джордж Лукас,"['Юэн МакГрегор', 'Лиам Нисон']",136 мин
43,https://www.kinonews.ru/movie_986/alice-in-wonderland,Алиса в стране чудес,2010,Alice in Wonderland,https://www.kinonews.ru/movie_986/alice-in-wonderland,7.3,$1 025 468 216,$200 000 000,['США'],"['приключения', 'семейный', 'фэнтези']",Тим Бертон,"['Миа Васиковска', 'Джонни Депп']",108 мин
44,https://www.kinonews.ru/movie_191228/zootopia,Зверополис,2016,Zootopia,https://www.kinonews.ru/movie_191228/zootopia,8.99,$1 024 121 104,$150 000 000,['США'],"['боевик', 'комедия', 'мультфильм', 'приключения', 'семейный']","Байрон Ховард, Рич Мур, Джаред Буш","['Идрис Эльба', 'Шакира']",108 мин
45,https://www.kinonews.ru/movie_801/the-hobbit,Хоббит: Нежданное путешествие,2012,The Hobbit: An Unexpected Journey,https://www.kinonews.ru/movie_801/the-hobbit,8.57,$1 017 003 568,$180 000 000,"['США', 'Новая Зеландия']","['приключения', 'семейный', 'фэнтези']",Питер Джексон,"['Йен МакКеллен', 'Мартин Фриман']",169 мин
46,https://www.kinonews.ru/movie_2981/harry-potter-and-the-sorcerers-stone,Гарри Поттер и философский камень,2001,Harry Potter and the Philosopher`s Stone,https://www.kinonews.ru/movie_2981/harry-potter-and-the-sorcerers-stone,8.69,$1 009 472 460,$125 000 000,"['США', 'Великобритания']","['приключения', 'семейный', 'фэнтези']",Крис Коламбус,"['Ричард Харрис', 'Мэгги Смит']",152 мин
47,https://www.kinonews.ru/movie_24/the-dark-knight,Темный рыцарь,2008,The Dark Knight,https://www.kinonews.ru/movie_24/the-dark-knight,9.08,$1 005 973 645,$185 000 000,['США'],"['боевик', 'драма', 'кинокомикс', 'криминал', 'триллер']",Кристофер Нолан,"['Кристиан Бейл', 'Хит Леджер']",152 мин
48,https://www.kinonews.ru/movie_2976/harry-potter-and-the-deathly-hallows-part-i,Гарри Поттер и Дары смерти: Часть 1,2010,Harry Potter and the Deathly Hallows: Part 1,https://www.kinonews.ru/movie_2976/harry-potter-and-the-deathly-hallows-part-i,8.0,$977 043 483,$250 000 000,"['США', 'Великобритания']","['боевик', 'детектив', 'приключения', 'фэнтези']",Дэвид Йэтс,"['Донал Глисон', 'Билл Найи']",146 мин
49,https://www.kinonews.ru/movie_95752/despicable-me-2,Гадкий Я 2,2013,Despicable Me 2,https://www.kinonews.ru/movie_95752/despicable-me-2,7.69,$970 766 005,$76 000 000,['США'],"['детский', 'комедия', 'мультфильм', 'семейный']","Пьер Коффен, Крис Рено","['Стив Карелл', 'Кристен Уиг']",98 мин
50,https://www.kinonews.ru/movie_191303/the-jungle-book,Книга джунглей,2016,The Jungle Book,https://www.kinonews.ru/movie_191303/the-jungle-book,7.87,$966 554 929,$175 000 000,['США'],"['детский', 'приключения', 'семейный', 'фэнтези']",Джон Фавро,"['Нил Сетхи', 'Билл Мюррэй']",105 мин
51,https://www.kinonews.ru/movie_222052/jumanji,Джуманджи: Зов джунглей,2017,Jumanji: Welcome to the Jungle,https://www.kinonews.ru/movie_222052/jumanji,7.38,$962 542 945,$90 000 000,"['США', 'Индия', 'Канада', 'Великобритания', 'Австралия', 'Германия']","['боевик', 'комедия', 'приключения', 'семейный', 'фэнтези']",Джейк Кэздан,"['Карен Гиллан', 'Дуэйн Джонсон']",119 мин
52,https://www.kinonews.ru/movie_112654/hobbit-3,Хоббит 3: Битва пяти воинств,2014,The Hobbit: The Battle of the Five Armies,https://www.kinonews.ru/movie_112654/hobbit-3,8.18,$962 182 865,$250 000 000,"['США', 'Новая Зеландия']","['приключения', 'семейный', 'фэнтези']",Питер Джексон,"['Йен МакКеллен', 'Мартин Фриман']",144 мин
53,https://www.kinonews.ru/movie_83/pirates-of-the-caribbean-at-worlds-end,Пираты Карибского моря 3: На краю Света,2007,Pirates of the Caribbean: At World`s End,https://www.kinonews.ru/movie_83/pirates-of-the-caribbean-at-worlds-end,8.65,$960 996 492,$300 000 000,['США'],"['боевик', 'драма', 'комедия', 'приключения', 'семейный', 'фэнтези']",Гор Вербински,"['Джонни Депп', 'Джеффри Раш']",169 мин
54,https://www.kinonews.ru/movie_802/the-hobbit-2,Хоббит 2: Пустошь Смауга,2013,The Hobbit: The Desolation of Smaug,https://www.kinonews.ru/movie_802/the-hobbit-2,8.36,$959 007 513,$225 000 000,['США'],"['приключения', 'семейный', 'фэнтези']",Питер Джексон,"['Йен МакКеллен', 'Мартин Фриман']",161 мин
55,https://www.kinonews.ru/movie_794/the-lord-of-the-rings-the-two-towers,Властелин колец 2: Две крепости,2002,The Lord of the Rings: The Two Towers,https://www.kinonews.ru/movie_794/the-lord-of-the-rings-the-two-towers,9.36,$947 495 095,$94 000 000,"['США', 'Новая Зеландия']","['боевик', 'приключения', 'фэнтези']",Питер Джексон,"['Элайджа Вуд', 'Орландо Блум']",179 мин
56,https://www.kinonews.ru/movie_830/harry-potter-and-the-order-of-the-phoenix,Гарри Поттер и орден Феникса,2007,Harry Potter and the Order of the Phoenix,https://www.kinonews.ru/movie_830/harry-potter-and-the-order-of-the-phoenix,8.0,$942 172 396,$150 000 000,"['США', 'Великобритания']","['приключения', 'семейный', 'фэнтези']",Дэвид Йэтс,"['Дэниел Рэдклифф', 'Эмма Уотсон']",138 мин
57,https://www.kinonews.ru/movie_3790/finding-nemo,В поисках Немо,2003,Finding Nemo,https://www.kinonews.ru/movie_3790/finding-nemo,8.61,$940 352 645,$94 000 000,['США'],"['детский', 'комедия', 'мультфильм', 'приключения', 'семейный']","Эндрю Стэнтон, Ли Анкрич","['Альберт Брукс', 'Эллен ДеДженерес']",100 мин
58,https://www.kinonews.ru/movie_21/harry-potter-and-the-half-blood-prince,Гарри Поттер и принц-полукровка,2009,Harry Potter and the half-blood prince,https://www.kinonews.ru/movie_21/harry-potter-and-the-half-blood-prince,7.77,$934 454 096,$250 000 000,"['США', 'Великобритания']","['детектив', 'драма', 'мелодрама', 'приключения', 'фэнтези']",Дэвид Йэтс,"['Дэниел Рэдклифф', 'Майкл Гэмбон']",153 мин
59,https://www.kinonews.ru/movie_294/shrek-2,Шрек 2,2004,Shrek 2,https://www.kinonews.ru/movie_294/shrek-2,8.49,$928 760 770,$150 000 000,['США'],"['детский', 'комедия', 'мультфильм', 'приключения', 'семейный', 'фэнтези']","Эндрю Адамсон, Конрад Вернон, Келли Эсбери","['Майк Майерс', 'Эдди Мерфи']",93 мин
60,https://www.kinonews.ru/movie_133837/untitled-freddie-mercury-biopic,Богемская рапсодия,2018,Bohemian Rhapsody,https://www.kinonews.ru/movie_133837/untitled-freddie-mercury-biopic,7.51,$911 100 727,$52 000 000,"['США', 'Великобритания']","['биографический', 'драма', 'музыка']",Брайан Сингер,"['Рами Малек', 'Джозеф Маццелло']",134 мин
61,https://www.kinonews.ru/movie_793/the-lord-of-the-rings-the-fellowship-of-the-ring,Властелин колец: Братство кольца,2001,The Lord of the Rings: The Fellowship of the Ring,https://www.kinonews.ru/movie_793/the-lord-of-the-rings-the-fellowship-of-the-ring,9.29,$897 690 072,$93 000 000,"['США', 'Новая Зеландия']","['боевик', 'приключения', 'фэнтези']",Питер Джексон,"['Элайджа Вуд', 'Орландо Блум']",178 мин
62,https://www.kinonews.ru/movie_122/harry-potter-and-the-goblet-of-fire,Гарри Поттер и кубок огня,2005,Harry Potter and the Goblet of Fire,https://www.kinonews.ru/movie_122/harry-potter-and-the-goblet-of-fire,8.37,$896 678 241,$150 000 000,"['США', 'Великобритания']","['приключения', 'семейный', 'фэнтези']",Майк Ньюэлл,"['Дэниел Рэдклифф', 'Эмма Уотсон']",157 мин
63,https://www.kinonews.ru/movie_2751/spider-man-3,Человек-паук 3: Враг в отражении,2007,Spider-Man 3,https://www.kinonews.ru/movie_2751/spider-man-3,8.01,$894 983 373,$258 000 000,['США'],"['боевик', 'кинокомикс', 'приключения', 'триллер', 'фантастика']",Сэм Рейми,"['Тоби Магуайр', 'Кирстен Данст']",139 мин
64,https://www.kinonews.ru/movie_10581/ice-age-3-dawn-of-the-dinosaurs,Ледниковый период 3: Эра динозавров,2009,Ice Age: Dawn of the Dinosaurs,https://www.kinonews.ru/movie_10581/ice-age-3-dawn-of-the-dinosaurs,7.74,$886 686 817,$90 000 000,['США'],"['детский', 'комедия', 'мультфильм']","Карлос Салдана, Майк Трумейер","['Джон Легуизамо', 'Куин Латифа']",94 мин
65,https://www.kinonews.ru/movie_127857/bond-24,007: Спектр,2015,Spectre,https://www.kinonews.ru/movie_127857/bond-24,6.92,$880 681 519,$245 000 000,"['США', 'Великобритания']","['боевик', 'драма', 'приключения', 'триллер']",Сэм Мендес,"['Моника Беллуччи', 'Дэйв Батиста']",148 мин
66,https://www.kinonews.ru/movie_153713/the-amazing-spider-man-3,Человек-паук: Возвращение домой,2017,Spider-Man: Homecoming,https://www.kinonews.ru/movie_153713/the-amazing-spider-man-3,7.64,$880 166 924,$175 000 000,['США'],"['боевик', 'кинокомикс', 'приключения', 'семейный', 'фантастика']",Джонатан Уоттс,"['Том Холланд', 'Майкл Китон']",134 мин
67,https://www.kinonews.ru/movie_2980/harry-potter-and-the-chamber-of-secrets,Гарри Поттер и тайная комната,2002,Harry Potter and the Chamber of Secrets,https://www.kinonews.ru/movie_2980/harry-potter-and-the-chamber-of-secrets,8.66,$879 602 366,$100 000 000,"['Германия', 'США', 'Великобритания']","['приключения', 'семейный', 'фэнтези']",Крис Коламбус,"['Дэниел Рэдклифф', 'Руперт Гринт']",161 мин
68,https://www.kinonews.ru/movie_66176/ice-age-continental-drift,Ледниковый период 4: Континентальный дрейф,2012,Ice Age: Continental Drift,https://www.kinonews.ru/movie_66176/ice-age-continental-drift,7.18,$877 244 782,$95 000 000,['США'],"['детский', 'комедия', 'мультфильм', 'приключения', 'семейный']","Стив Мартино, Майк Трумейер","['Азиз Ансари', 'Ален Шаба']",88 мин
69,https://www.kinonews.ru/movie_183746/untitled-pets-movie,Тайная жизнь домашних животных,2016,The Secret Life of Pets,https://www.kinonews.ru/movie_183746/untitled-pets-movie,7.01,$875 458 631,$75 000 000,['США'],"['комедия', 'мультфильм', 'семейный']","Ярроу Чейни, Крис Рено","['Луис С.К.', 'Эрик Стоунстрит']",87 мин
70,https://www.kinonews.ru/movie_157560/untitled-man-of-steel-sequel,Бэтмен против Супермена: На заре справедливости,2016,Batman v Superman: Dawn of Justice,https://www.kinonews.ru/movie_157560/untitled-man-of-steel-sequel,7.28,$873 637 528,$250 000 000,['США'],"['боевик', 'кинокомикс', 'приключения', 'фантастика', 'фэнтези']",Зак Снайдер,"['Бен Аффлек', 'Генри Кавилл']",151 мин
71,https://www.kinonews.ru/movie_259585/zhan-lang-ii,Война волков 2,2017,Zhan lang II,https://www.kinonews.ru/movie_259585/zhan-lang-ii,6.6,$870 325 439,$30 100 000,['Китай'],"['боевик', 'военный', 'драма']",Джеки Ву,"['Фрэнк Грилло', 'Нан Ю']",126 мин
72,https://www.kinonews.ru/movie_116/star-wars-episode-iii-revenge-of-the-sith,Звездные войны: Эпизод 3 - Месть Ситхов,2005,Star Wars: Episode III - Revenge of the Sith,https://www.kinonews.ru/movie_116/star-wars-episode-iii-revenge-of-the-sith,8.72,$868 390 560,$113 000 000,['США'],"['боевик', 'приключения', 'фантастика', 'фэнтези']",Джордж Лукас,"['Юэн МакГрегор', 'Натали Портман']",140 мин
73,https://www.kinonews.ru/movie_106964/the-hunger-games-catching-fire,Голодные игры 2: И вспыхнет пламя,2013,The Hunger Games: Catching Fire,https://www.kinonews.ru/movie_106964/the-hunger-games-catching-fire,7.36,$865 011 746,$130 000 000,['США'],"['боевик', 'приключения', 'триллер', 'фантастика']",Френсис Лоуренс,"['Дженнифер Лоуренс', 'Лиам Хемсворт']",161 мин
74,https://www.kinonews.ru/movie_196119/guardians-of-the-galaxy-2,Стражи Галактики. Часть 2,2017,Guardians of the Galaxy Vol. 2,https://www.kinonews.ru/movie_196119/guardians-of-the-galaxy-2,7.75,$863 756 051,$200 000 000,['США'],"['боевик', 'кинокомикс', 'комедия', 'приключения', 'фантастика']",Джеймс Ганн,"['Крис Прэтт', 'Зои Солдана']",137 мин
75,https://www.kinonews.ru/movie_164455/inside-out,Головоломка,2015,Inside Out,https://www.kinonews.ru/movie_164455/inside-out,8.34,$858 848 019,$175 000 000,['США'],"['драма', 'комедия', 'мультфильм', 'приключения', 'семейный', 'фэнтези']","Пит Доктер, Роналдо Дель Кармен","['Дайан Лэйн', 'Эми Полер']",94 мин
