,url,description
242,https://www.kinonews.ru/movie_21226/the-hangover,"На устроенном мальчишнике, в честь предстоящей свадьбы, трое друзей теряют жениха. Может быть и найти его было бы просто, если бы до свадьбы не оставалось 40 часов, а мозги хоть как-то хотели соображать после многих литров алкоголя..."
243,https://www.kinonews.ru/movie_137179/lego-the-piece-of-resistance,"Обычная лего-фигурка, ошибочно считающая себя фигуркой из элитного набора, соглашается присоединиться к походу против злого лего-диктатора, планирующего склеить вместе всю вселенную."
244,https://www.kinonews.ru/movie_253982/bumblebee,"Фильм будет основан на линии игрушек компании Hasbro и расскажет историю одного из самых популярных автоботов. Это первый спин-офф франшизы ""Трансформеры"". Действие происходит в конце 80-х годов 20-го столетия. Сильно поврежденный автобот Бамблби находит приют на одной из калифорнийских свалок, где его находит местная жительница."
245,https://www.kinonews.ru/movie_228647/godzilla-vs-kong,Легендарная Годзилла и величественный Конг должны сойтись в невероятной схватке за титул абсолютного Короля Монстров. А человечеству остается только наблюдать и делать ставки на победителя...
246,https://www.kinonews.ru/movie_50724/untitled-star-trek-sequel,"Капитан Кирк и его команда должны остановить человека, который с помощью загадочного, невероятно мощного оружия уничтожил их организацию изнутри, погрузив нашу планету в пучину хаоса."
247,https://www.kinonews.ru/movie_2261/the-matrix,"Он жил своими серыми буднями, он был очень талантливым программистом. Пока однажды не встретил человека, который назвал себя Морфиусом и предложил ему увидеть настоящий мир. Он согласился.Земля, скрытая за толстым слоем облаков, покрытая умными машинами, качающими из людей энергию, дающими в обмен на силу, каждому человеку иллюзию существования привычного реально мира.Он больше не обычный программист, теперь его зовут Нео. Все окружающие уверены в том, что он - избранный. Он в этом сомневается, он пока не верит в свои силы. Пока... "
248,https://www.kinonews.ru/movie_1171/gladiator,"Великий генерал Максимус должен был стать наследником кесаря Марка Аврелия. Но родной сын императора приказывает убить Максимуса. Генералу удается спастись, но приходится стать сначала рабом, а потом - гладиатором.Реальный император Коммод был единственным кесарем, участвовавшим в гладиаторских боях. Только в отличие от героя Хоакина Феникса он сражался неоднократно и был убит не на арене, а во дворце гладиатором Нарциссом."
249,https://www.kinonews.ru/movie_1132/pretty-woman,"Эдвард Льюс был финансовым магнатом. Он скупал крупные компании, находящиеся на грани банкрота или просто имеющие крупные проблемы с финансированием. Он их распродавал по частям и получал очень неплохой доход.Но однажды, на улице он встретил Вивиан. Он заплатил ей за ночь, потом за неделю. И, наконец, он захотел, чтобы она была с ним всегда. "
250,https://www.kinonews.ru/movie_458/cars,"Мультфильм рассказывает о приключениях обаятельного автомобиля, который является звездой кольцевых автогонок. Он знаменит и заносчив. Поэтому он не имеет друзей. Но однажды, в результате небольшого дорожного происшествия, он оказывается в небольшом городишке, который полностью меняет его взгляды на жизнь..."
251,https://www.kinonews.ru/movie_295263/ba-bai,"Фильм рассказывает о героическом эпизоде Японо-китайской войны, который произошел 26 октября 1937 года, когда 800 китайских солдат в течение четырех дней держали оборону склада Сыхан в Шанхае от многократно превосходящих сил армии Японии."
252,https://www.kinonews.ru/movie_1421/x-men-the-last-stand,"Изобретено лекарство, которое может сделать каждого мутанта обычным человеком. Мнения мутантов разделились: кто-то, например Роуг, считает, что лекарство нужно, а кто-то - что нет. Магнето хочет развязать войну, и собирает армию мутантов, к которой присоединяется... Джин Грей, в которой проснулся Феникс, разрушающий все на своем пути."
253,https://www.kinonews.ru/movie_1723/national-treasure-book-of-secrets,"Бен Гейтс - известный искатель древних реликвий, при поддержке своих верных друзей, отправляется на поиски затерянного золотого города. Но ни он один хочет найти легендарный город. По его следам идет некто Митч Уилкинсон, который запросто пойдет на все, чтобы получить заветное сокровище..."
254,https://www.kinonews.ru/movie_153755/lucy,"Героиню вынуждают стать наркокурьером, перевозящим запрещенные вещества внутри себя. Во время одной из транспортировок, сильнодействующее наркотическое вещество попадает в ее кровь, наделяя ее сверхчеловеческой способностью к поглощению информации, телекинезу, а также делает ее полностью невосприимчивой к боли."
255,https://www.kinonews.ru/movie_244/mission-impossible,"Итан Хант бывший тайный агент. Его группа с шумом провалила последнее дело. И так как выжил лишь один Хант - его начинают считать ""кротом"", предателем. Итан бежит в Европу. Он собирает новую команду, чтобы выяснить произошедшее. И тут в его голове зарождаются вопросы: если кротом был не он, то кто? Ведь все погибли? Или кто-то все же жив?"
256,https://www.kinonews.ru/movie_7660/300,Знаменитый эпизод древнегреческой истории. 300 воинов во главе с царем Спарты Леонидом остановили в Фермопильском ущелье огромную армию персов.
257,https://www.kinonews.ru/movie_254/the-last-samurai,"1876 год. Ветеран войны Натэн Олгрен отправляется в Японию обучать императорскую армию военному делу и оказывается в гуще гражданской войны между самураями-радикалами и новой армией.Герой Тома Круза частично списан с американского наемника Фредерика Таунсенда Уорда - участника Тайпинского восстания (гражданской войны в Китае 1850 - 1864 г.г.).Два года потратил Том Круз на подготовку к съемкам этого фильма. В частности, актер учился искусству владения мечом и осваивал японский язык."
258,https://www.kinonews.ru/movie_302279/kimetsu-no-yaiba-mugen-ressha-hen,"Главный герой Тандзиро с верными друзьями, входящими в группу легендарных уничтожителей демонов, должны остановить серию странных исчезновений в Поезде Бесконечности.  Но внутри состава их ждет смертельная ловушка, старательно приготовленная Лунным демоном..."
259,https://www.kinonews.ru/movie_269892/wo-bu-shi-yao-shen,"Владелец небольшой лавочки, которая торгует различными травами из Индии, узнает что смертельно болен. Лекарство есть, но стоит оно очень дорого - тысячи долларов. Таких денег у него нет. Но есть альтернативное лекарство, которое продается в Индии и стоит во много раз дешевле, но на территории Китая оно запрещено. И поэтому ему ничего не остается, как стать контрабандистом."
260,https://www.kinonews.ru/movie_1111/oceans-eleven,"Вор-профессионал Дэнни Оушен разрабатывает хитроумный план: ограбить одновременно три Лас-Вегасских казино. Куш - 150 миллионов долларов. Но для этого ему нужно найти десять первоклассных подельников.Этот фильм - ремейк одноименной картины 1960 года с Фрэнком Синатрой в главной роли. Только тогда банда состояла из сослуживцев - ветеранов Второй мировой войны, и грабили одновременно пять казино."
261,https://www.kinonews.ru/movie_283952/wo-he-wo-de-zu-guo,"Фильм объединяет 7 коротких историй, рассказывающих об истории Китая и его ярких моментах величия, в период с 1949 по 2017 годы."
262,https://www.kinonews.ru/movie_9024/thor,"Фильм основан не на скандинавской мифологии, а на серии популярных комиксов компании Marvel."
263,https://www.kinonews.ru/movie_1783/pearl-harbor,"Райф и Денни - друзья с детства отправились на военную службу, оба хотели попасть в авиационный корпус. На медосмотре друзья встретили медсестру Эвелин, которая покорила сердца обоих.Но дальше их истории разошлись: Райф отправился служить в Великобританию, Эвелин и Денни остались в порте Перл-Харбор. И это была бы обычная любовная история, если бы не шла Вторая мировая война, и как раз в этот момент японцы совершила сокрушительные удар на порт."
264,https://www.kinonews.ru/movie_210433/la-la-land,Фильм рассказывает трогательную историю любви между известным джазовым музыкантом и начинающей актрисой в Лос-Анджелесе.
265,https://www.kinonews.ru/movie_11832/tarzan,"Родители Тарзана погибли. Мальчик вырос среди горилл, среди животных. Он никогда не встречал людей. Пока однажды на остров не приехала экспедиция. Они собиралась на охоту, на бесценных на континенте горилл. В группе была девушка по имени Джейн.  Ради Джйен Тарзан готов был отказаться от своей жизни, покинуть остров. Но ему нужно было решить - где его настоящий дом."
266,https://www.kinonews.ru/movie_208767/bond-25,"Джеймс Бонд оставил опасную секретную службу в МИ-6 и с большим удовольствием наслаждается отдыхом в лучах Ямайского солнца. Но когда на острове его находит Феликс Лейтер - старый друг из Центрального разведывательного управления США и просит его помочь спасти ученого, который попал в руки опасного злодея, вооруженного самыми передовыми технологиями, Бонд прерывает отдых и отправляется на задание. Но недооценив силы противника, Бонд попадет в ловушку..."
267,https://www.kinonews.ru/movie_768/men-in-black-ii,"Узнав о злодейском плане инопланетянки Серлины по уничтожению Земли, агент Джей (Уилл Смит) уговаривает ушедшего на покой агента Кея (Томми Ли Джонс) вернуться на службу и спасти мир.В роли дочки соседей агента снялась дочка Томи Ли Джонса Виктория. А в роли мальчиков, видевших, как Кей и Джей летят на ""Мерседесе"", - сыновья Уилла Смита Трей и Джейден."
268,https://www.kinonews.ru/movie_1193/the-bourne-ultimatum,"За Борном теперь идет настоящая охота, но он не помнит кто он есть и он хочет исчезнуть. Его не остановят ни тучи пуль и ни суперпрофессиональные убийцы, ведь он ищет правду, хоть и зарыта она в глубинах его подсознания..."
269,https://www.kinonews.ru/movie_3865/the-mummy-returns,"Зловещий жрец Имхотеп снова восстал из мертвых. У Рика О`Коннола и его жены всего семь дней, чтобы спасти своего сына, а также весь мир от апокалипсиса.Исполнителю роли Имхотепа Арнольду Вослу приходилось брить свое тело дважады в день, чтобы его герой больше походил на мумию. Актер как-то попробовал сделать эпиляцию воском, но из-за ужасной боли отказался от этой идеи."
270,https://www.kinonews.ru/movie_25961/alvin-and-the-chipmunks-the-squeakquel,"Вновь наши старые знакомые - милые и замечательные бурундуки будут радовать нас новыми приключениями и песнями, но ни одни, а вместе с весьма очаровательными особями женского пола. "
271,https://www.kinonews.ru/movie_99716/les-misi#233;rables,Адаптация популярного мюзикла по мотивам романам Виктора  Гюго. Скрывающийся от правосудия преступник посвящает свою жизнь дочери дорогой  ему женщины.
272,https://www.kinonews.ru/movie_4683/the-exorcist,"В 12-летнюю девочку вселился дьявол. Врачи бессильны что-либо сделать, и тогда за дело берется священник.""Изгоняющий дьявола"" считается одним из самых страшных фильмов в истории кинематографа. В 1973 году во время просмотра картины некоторым зрителям становилось плохо, поэтому около кинотеатров во время сенасов всегда дежурили машины ""скорой помощи""."
273,https://www.kinonews.ru/movie_577/mrs-doubtfire,"У Дэниела Хилларда (Робин Уильямс) трое детей, но и сам он остался в душе ребенком. К сожалению, его жене Миранде (Сэлли Филд) совсем не нравится такое положение вещей: она разводится с мужем, и теперь, по решению суда, он может видеться с детьми только раз в неделю. Однако Дэниел находит выход и, переодевшись очаровательной и эксцентричной дамой по имени миссис Даутфайр, нанимается няней в собственную семью."
274,https://www.kinonews.ru/movie_56840/terminator-5,"В 2029 году мир по прежнему охвачен войной между людьми и машинами. Силы сопротивления под командованием Джона Коннора находятся в шаге от победы. Перед самым уничтожением Скайнет, используя последний шанс на спасение, успевает послать в 1984 год терминатора Т-800 для ликвидации Сары Коннор и изменения будущего. Кайл Риз — друг и соратник Джона Коннора, вызывается добровольцем и отправляется вслед за роботом с целью помешать ему убить мать своего командира. Вот только прибыв на место, Риз с удивлением узнает, что он очутился в уже измененном прошлом — наряду с преследуемым им Т-800 здесь оказываются ещё два терминатора..."
275,https://www.kinonews.ru/movie_41843/warcraft,"В основу картины легла популярная компьютерная игра, в которой рассказывается о противостоянии расы людей и орков."
276,https://www.kinonews.ru/movie_216758/the-greatest-showman-on-earth,"Биографический мюзикл о жизни и профессиональной деятельности величайшего американского шоумена XIX века Финеаса Тейлора Барнума - одного из основателей легендарного «Цирка братьев Ринглинг, Барнума и Бейли», гастролирующего по сей день и являющегося для американцев синонимом слова цирк."
277,https://www.kinonews.ru/movie_241929/a-star-is-born,"Страдающий от алкоголизма музыкант в одном из баров знакомится с девушкой, поющей там по вечерам после работы. Разглядев в ней невероятный талант и узнав, что она ещё и сама сочиняет песни, он убеждает её попробовать свои силы на большой сцене."
278,https://www.kinonews.ru/movie_262265/detective-pikachu,"Фильм основан на линейке популярных игр и комиксом, посвященных Покемонам.Тим уже много лет не видел своего отца Гарри, который работает детективом в Райм Сити - городе, где люди и покемоны мирно живут бок о бок. Тим узнаёт, что отец пропал и отправляется на его поиски в огромный и незнакомый ему город. Вскоре он знакомится с покемоном детективом Пикачу, язык которого он каким-то удивительным образом понимает. Вместе они объединяют усилия по розыску Гарри."
279,https://www.kinonews.ru/movie_1033/terminator-3-rise-of-the-machines,"Десять лет прошло, как Джон Коннор помог предотвратить Судный день.  Но роботы из будущего все еще надеются уничтожить спасителя человечества. На помощь приходит Терминатор.Изначально Терминатрикс (Кристанна Локен) должна была быть Терминатором, т.е. мужчиной. На эту роль пробовались актер Вин Дизель и баскетболист Шакил О`Нил."
280,https://www.kinonews.ru/movie_3415/die-another-day,"Джеймс Бонд получает задание в Северной Корее, но там его предают, и он попадает в плен. Через много месяцев Бонд выходит из плена, и начинает преследовать Зао - террориста, которорый его предал. Он преследует Зао, а вместе с ним еще и миллионера Густава Грейвза, по всему миру."
281,https://www.kinonews.ru/movie_242849/the-secret-life-of-pets-2,"Продолжение приключений домашних животных на улицах огромного мегаполиса, о которых рассказывалось в мультфильме ""Тайная жизнь домашних животных"" (2016)."
282,https://www.kinonews.ru/movie_448/cast-away,"Чаку Ноланду единственному удается спастись в авиакатастрофе. Выжить на необитаемом острове ему помогают чувства к любимой девушке, на которой он должен жениться.По сюжету Чак Ноланд - работник курьерской службы FedEx. Вопреки распространенному мнению, компания не платила продюссерам за упоминание их марки в фильме. Наоборот, в картине в эпизоде снялся основатель и владелец FedEx Фрэд Смит."
283,https://www.kinonews.ru/movie_258310/rampage,"Фантастический боевик по мотивам популярной в 80-х годах одноименной видеоигры. В центре сюжета талантливый ученый, пытающийся понять, как спасти планету от появившихся на свет в результате вышедшего из под контроля генетического эксперимента чудовищ."
284,https://www.kinonews.ru/movie_42645/the-kings-speech,История необычной дружбы двух совершенно разных по характеру и происхождению людей: неортодоксального логопеда Лайонела Лога и страдающего от нервных заиканий короля Георга Шестого. 
285,https://www.kinonews.ru/movie_2250/the-matrix-revolutions,"Заключительная часть трилогии. Нео ждет путешествие туда, куда не ступала нога человека - в самое сердце Города Машин. Ведь только Избранный может избавить людей от гнета Матрицы.Финальная битва между Нео и агентом Смитом стоила продюсерам 15 миллионов долларов при бюджете фильма в 150 миллионов долларов.Премьера этого фильма состоялась во всем мире одновременно: в Лос-Анджелесе - в 6.00, в Лондоне - в 14.00, в Москве - в 17.00, в Токио - в 23.00 и т.д. В истории кино такое было впервые."
286,https://www.kinonews.ru/movie_97299/intouchables,Основанная на реальных событиях история необычной дружбы  двух совершенно непохожих друг на друга мужчин: прикованного к инвалидному  креслу богатого аристократа и только что освободившегося из тюрьмы молодого  араба.
287,https://www.kinonews.ru/movie_172878/bad-boys-3,"Из тюрьмы сбегает опасная преступница Изабель Аретас – жена покойного главы мексиканской мафии. Изабель собирается отомстить всем причастным к её аресту и смерти мужа, и для этого она посылает в США своего сына – профессионального убийцу. Одной из целей преступников является детектив Майк Лоури, который теперь работает с командой молодых полицейских, а его бывший напарник Маркус Бернетт в это время наслаждается заслуженной пенсией. Но Майку и Маркусу вновь придётся объединить усилия, чтобы попытаться справиться с бандитами."
288,https://www.kinonews.ru/movie_97613/django-unchained,Противник расизма и рабства доктор Кинг Шульц и освобожденный им раб Джанго отправляются на выручку находящейся в рабстве у жестокого плантатора жене Джанго. 
289,https://www.kinonews.ru/movie_34186/beauty-and-the-beast,"Бэлль - романтичная девушка, мечты которой скованы тихим провинциальным городом. Адам - принц, который из-за своей холодности и эгоизма стал жертвой страшного заклинания. Она - красавица, он - чудовище, наводящее ужас на весь город. Но они встретились и, преодолев свои предубеждения, изменились сами и изменили мир вокруг себя."
290,https://www.kinonews.ru/movie_3736/dances-with-wolves,"США. Середина 19-го века. Идет гражданская война.На отдаленный небольшой форт, где-то рядом с западной границей США,  переводится лейтенант американской армии - Джон Данбар. По стечению обстоятельств он оказывается там один - напарника убивают индейцы, а его командир кончает жизнь самоубийством.Ему предстоит выжить между капризами суровой природы и не очень гостеприимным индейским племенем Сиу, которое кочует здесь неподалеку.Но вскоре Джон находит общий язык с индейцами, благодаря белой женщине по имени Стоящая с кулаком. Барьеры языка и культуры быстро рушатся, и он обретает новых друзей и второй дом.Но однажды ему предстоит сделать нелегкий выбор - уйти жить с индейцами или вернуться к цивилизации."
291,https://www.kinonews.ru/movie_301140/wo-he-wo-de-jia-xiang,"Фильм представляет зрителям 5 небольших историй, рассказывающих о простых людях, живущих в небольших сельских городках Китая."
292,https://www.kinonews.ru/movie_6698/the-chronicles-of-narnia-prince-caspian,"Эдмунд, Сьюзен, Люси и Питер Пэванси возвращаются в сказочную, волшебную и прекрассную Нарнию. На земле прошло несколько лет, а в Нарнии - несколько веков. Злой король Мираз пришел к власти и жителям королевства приходиться совсем несладко. Свергнуть действующего правителя готов юный принц Каспиан и чевтеро героев встают на его сторону и собирают армию фантастических существ во главе с могущественным Асланом..."
293,https://www.kinonews.ru/movie_69/sex-and-the-city,"История четырех неразлучных подруг - Кэрри, Шарлотты, Саманты и Миранды. Кэрри собирается замуж. Уже готов список гостей, выбрано платье, назначен день свадьбы. Кэрри счастлива как никогда. У ее подруг тоже все хорошо. Шарлотта хочет второго ребенка, Саманта нашла мужчину своей мечты. У Миранды дела обстоят хуже - ее муж изменил ей. Неосторожно брошенная Мирандой фраза грозит разрушить ее дружбу с Кэрри, и не только дружбу..."
294,https://www.kinonews.ru/movie_282576/zhong-guo-ji-zhang,"14 мая 2018 года пассажиры внутреннего рейса авиакомпании ""Сычуаньские авиалинии"" попадают в серьезную переделку на высоте около 10 000 метров, когда ветровое стекло самолета вылетает наружу, а кабина пилотов разгерметизируется. И теперь, чтобы посадить самолет, командиру экипажа надо совершить невероятный подвиг..."
295,https://www.kinonews.ru/movie_3866/the-mummy,"Эвелин была библиотекарем. Однажды она увлеклась темой раскопок в древнем египетском городе Хамунаптра. Отправившись в поисках ответов на свои вопросы, она взяла своего брата. По дороге они встретили Рика О`Коннера и группу таких же искателей сокровищ Хамунаптры. Найти затерянный город - это не самая сложная задача. Не разбудить мумий прошлого - это уже сложнее."
296,https://www.kinonews.ru/movie_11309/the-chronicles-of-narnia-the-voyage-of-the-dawn-treader,"Юные герои во главе с принцем Каспианом отправляются на корабле ""Утренний путник"" на поиски пропавших лордов Нарнии в страну Аслана."
297,https://www.kinonews.ru/movie_220655/bourne-sequel,"Джейсон Борн, зная, кто он есть на самом деле, пытается раскрыть тайны о своем прошлом."
298,https://www.kinonews.ru/movie_42657/x-men-origins-wolverine-2,"Вызванный в Японию старым знакомым, Росомаха втянут в конфликт, который вынуждает его противостоять своим собственным демонам."
299,https://www.kinonews.ru/movie_154498/the-secret-service,"Шпионская организация принимает нерафинированного, но перспективного уличного хулигана в чрезвычайно консервативную программу подготовки во время глобального кризиса, инициатором которого стал эксцентричный гений."
300,https://www.kinonews.ru/movie_278998/shang-chi-and-the-legend-of-the-ten-rings,"Главный герой - мастер боевых искусств Шан-Чи, должен противостоять призракам из своего прошлого. Но постепенно он втягивается в клубок интриг странной таинственной организации под названием ""Десять колец""."
301,https://www.kinonews.ru/movie_2340/night-at-the-museum-2-battle-of-the-smithsonian,"В музее Смитсоновского инстита восставшая мумия с помощью магической таблички начинает оживлять экспонаты, но чудаковатый охранник музея Ларри, который как назло попал в это время в ночную смену, должен разобраться с магическими превращениями и навести порядок..."
302,https://www.kinonews.ru/movie_994/batman,"Джокер в Готем - Сити. Он зол, безжалостен и его невозможно остановить. Чтобы избавить город от убийцы загадки, ему нужен такой же загадочный спаситель. И он есть - это Бэтмен.Личность Бэтмена скрыта настолько, чтоыб до него не могли добраться ни доброжелатели, ни враги. Но любовь делает его уязвимым. И Джокер знает, куда нужно надавить, чтобы выйти на супергероя. "
303,https://www.kinonews.ru/movie_3735/the-bodyguard,"Певица Рэйчел Мэррон нанимает телохранителя Фрэнка Фармера. Отношения звезды и охранника поначалу не складываются, но вскоре перерастают в любовь.Сценарий был написан в середине 70-х, а главные роли должны были сыграть Дайана Росс и Стив Маккуин. Зная об этом, Костнер попытался сделать своего героя похожим на Маккуина и даже сделал себе такую же прическу, как у Стива."
304,https://www.kinonews.ru/movie_92278/pacific-rim,"Позабыв о прошлых разногласиях, земляне объединяются и с помощью пилотируемых людьми боевых роботов дают отпор поднявшимся из океанских глубин кровожадным тварям."
305,https://www.kinonews.ru/movie_228725/kingsman-2,"Продолжение комедии ""Kingsman: Секретная служба"" (2014) о супершпионах, в котором главному герою снова предстоит спасать мир..."
306,https://www.kinonews.ru/movie_133838/untitled-mummy-reboot,"В наше время в сердце пустыни, в забытой всеми гробнице, пробудилась несправедливо осужденная правительница древности, привнеся в наш мир всю злобу, копившуюся тысячелетиями, и намереваясь погрузить его в ужас."
307,https://www.kinonews.ru/movie_176444/ice-age-5,"Скрат в своем эпическом преследовании неуловимого желудя оказывается за пределами Земли, где он случайно становится причиной целого ряда событий космического масштаба, которые не только преобразуют, но и создают реальную угрозу нашей планете..."
308,https://www.kinonews.ru/movie_7523/twilight,"По стечению обстоятельств в небольшой город Форкс к своему отцу переезжает семнадцатилетняя  девушка Бэлла. Но проходит совсем немного времени и она влюбляется в странного и загадочного парня, учащегося с ней в одном классе, который оказывается вампиром..."
309,https://www.kinonews.ru/movie_1375/signs,На поле фермы Грэма Хесса появляются непонятные гигантские знаки из примятых стеблей кукурузы. Хесс начинает собственное расследование этого непостижимого события.Поле снимали на территории сельскохозяйственного колледжа Дэлавера. После съемок киношники отдали всю специально выращенную ими кукурузу на студенческую ярмарку.
310,https://www.kinonews.ru/movie_1432/x2,"После нападения одного из мутантов на президента США на всех Людей Икс начинается охота. Их спасение и единственная надежда на выживание - объединиться.Перед съемками Хью Джекман занимался с тем же тренером, который ставил трюки Анджелине Джоли для фильма ""Лара Крофт: Расхитительница гробниц"" (2001).Все зимние сцены снимались в канадской провинции Алберта, известной своими снегопадами. Но, когда съемочная группа прибыла на место, снега не было, и реквизиторы были вынуждены делать искусственный снег."
311,https://www.kinonews.ru/movie_36608/battle-angel,"Действие происходит в 26 веке нашей эры. После глобальной войны мир разделился на две части - Небесный город, где живут избранные, и нижный город-свалку. Однажды доктор Идо находит в отбросах останки девушки-киборга, чинит ее и нарекает Алитой. Выясняется, что Алита прекрасно владеет приемами боевых киборгов, но совершенно не помнит ничего из своего прошлого. Алите предстоит выяснить кто она и каково было ее предназначение. В основе фильма будет известная японская манга."
312,https://www.kinonews.ru/movie_62/the-mummy-tomb-of-the-dragon-emperor,"Место действия: Азия. Император-дракон заколдован и вынужден провести вечность в забвении. Его армия из 10000 воинов стала терракотовой. Но однажды Алекс О`Коннелл, сын искателей приключений Рика и Эвелин О`Коннел, случайно пробуждает властителя от спячки. Когда монарх оживает, становится ясно: за годы сна он стал только сильнее. Цель императора - мировое господство. Единственные люди, которые могут это предотвратить - О`Коннеллы. "
313,https://www.kinonews.ru/movie_65900/untitled-alien-prequel,"Группа исследователей и ученых, отправившихся в необычайное космическое путешествие, вступают в смертельную схватку за будущее человеческой расы..."
314,https://www.kinonews.ru/movie_28536/gone-with-the-wind,Экранизация знаменитого произведения Маргарет Митчелл.
315,https://www.kinonews.ru/movie_260076/mamma-mia-here-we-go-again,"Продолжение музыкальной комедии ""Мамма MIA!"" 2008 года."
316,https://www.kinonews.ru/movie_2103/tron-legacy,"Сэм Флинн, 27-летний сын главного героя оригинальной ленты Кевина Флинна, занимается поисками своего пропавшего отца и оказывается в том же виртуальном мире, населенном программами и контролируемом компьютерным разумом. За прошедшие годы система значительно усовершенствовалась и теперь выбраться из нее станет намного труднее."
317,https://www.kinonews.ru/movie_256/mission-impossible-iii,Итан Хант должен спасти свою бывшую ученицу из лап  промышляющего торговлей оружием опасного садиста.
